## This file was generated by InflowWind_Driver on 31-Mar-2021 at 11:44:43.
## This file contains the wind velocity at a grid of points at each requested timestep
## It is arranged as blocks of X,Y,Z,U,V,W at each timestep
## Each block is separated by two blank lines for use in gnuplot
# 
#  Requested data:
#    Dimension             Range             Stepsize       Num. points
#   -------------------------------------------------------------------
#       X         -4.50    ->    4.50          1.00             10
#       Y         -4.50    ->    4.50          1.00             10
#       Z        145.50    ->  154.50          1.00             10
#       T          0.0000  ->    1.0000        0.1000           10     
# 
# 
#           X              Y              Z              U              V              W
#          (m)            (m)            (m)           (m/s)          (m/s)          (m/s)



# Time: 0
     1.5000000       -1.5000000      146.5000000       16.764       -0.071       -1.650
     1.5000000       -0.5000000      146.5000000       16.790        0.325       -1.619
     1.5000000        0.5000000      146.5000000       16.833        0.453       -1.422
     1.5000000        1.5000000      146.5000000       16.893        0.314       -1.059
     1.5000000        2.5000000      146.5000000       16.953        0.174       -0.695
     1.5000000        3.5000000      146.5000000       17.013        0.035       -0.332
     1.5000000        4.5000000      146.5000000       17.074       -0.105        0.032
     1.5000000       -4.5000000      147.5000000       16.665       -1.085       -1.819
     1.5000000       -3.5000000      147.5000000       16.704       -0.872       -1.827
     1.5000000       -2.5000000      147.5000000       16.744       -0.658       -1.835
     1.5000000       -1.5000000      147.5000000       16.784       -0.445       -1.843
     1.5000000       -0.5000000      147.5000000       16.824       -0.232       -1.851
     1.5000000        0.5000000      147.5000000       16.890       -0.196       -1.631
     1.5000000        1.5000000      147.5000000       16.982       -0.338       -1.184
     1.5000000        2.5000000      147.5000000       17.075       -0.480       -0.736
     1.5000000        3.5000000      147.5000000       17.167       -0.623       -0.289
     1.5000000        4.5000000      147.5000000       17.260       -0.765        0.158
     1.5000000       -4.5000000      148.5000000       16.641       -0.911       -1.896
     1.5000000       -3.5000000      148.5000000       16.695       -0.881       -1.942
     1.5000000       -2.5000000      148.5000000       16.750       -0.850       -1.989
     1.5000000       -1.5000000      148.5000000       16.804       -0.819       -2.036
     1.5000000       -0.5000000      148.5000000       16.858       -0.788       -2.083
     1.5000000        0.5000000      148.5000000       16.947       -0.846       -1.840
     1.5000000        1.5000000      148.5000000       17.072       -0.990       -1.309
     1.5000000        2.5000000      148.5000000       17.196       -1.135       -0.778
     1.5000000        3.5000000      148.5000000       17.321       -1.280       -0.246
     1.5000000        4.5000000      148.5000000       17.446       -1.425        0.285
     1.5000000       -4.5000000      149.5000000       16.618       -0.738       -1.972
     1.5000000       -3.5000000      149.5000000       16.687       -0.890       -2.058
     1.5000000       -2.5000000      149.5000000       16.755       -1.042       -2.143
     1.5000000       -1.5000000      149.5000000       16.823       -1.193       -2.229
     1.5000000       -0.5000000      149.5000000       16.892       -1.345       -2.315
     1.5000000        0.5000000      149.5000000       17.004       -1.495       -2.050
     1.5000000        1.5000000      149.5000000       17.161       -1.643       -1.434
     1.5000000        2.5000000      149.5000000       17.318       -1.790       -0.819
     1.5000000        3.5000000      149.5000000       17.475       -1.938       -0.203
     1.5000000        4.5000000      149.5000000       17.632       -2.085        0.412
     1.5000000       -4.5000000      150.5000000       16.623       -0.692       -2.013
     1.5000000       -3.5000000      150.5000000       16.702       -0.919       -2.116
     1.5000000       -2.5000000      150.5000000       16.781       -1.147       -2.219
     1.5000000       -1.5000000      150.5000000       16.860       -1.375       -2.323
     1.5000000       -0.5000000      150.5000000       16.940       -1.603       -2.426
     1.5000000        0.5000000      150.5000000       17.060       -1.781       -2.159
     1.5000000        1.5000000      150.5000000       17.221       -1.909       -1.522
     1.5000000        2.5000000      150.5000000       17.383       -2.037       -0.886
     1.5000000        3.5000000      150.5000000       17.545       -2.165       -0.249
     1.5000000        4.5000000      150.5000000       17.706       -2.293        0.388
     1.5000000       -4.5000000      151.5000000       16.657       -0.772       -2.018
     1.5000000       -3.5000000      151.5000000       16.743       -0.970       -2.118
     1.5000000       -2.5000000      151.5000000       16.829       -1.167       -2.217
     1.5000000       -1.5000000      151.5000000       16.915       -1.365       -2.317
     1.5000000       -0.5000000      151.5000000       17.001       -1.562       -2.416
     1.5000000        0.5000000      151.5000000       17.113       -1.704       -2.168
     1.5000000        1.5000000      151.5000000       17.252       -1.790       -1.573
     1.5000000        2.5000000      151.5000000       17.391       -1.876       -0.978
     1.5000000        3.5000000      151.5000000       17.530       -1.962       -0.382
     1.5000000        4.5000000      151.5000000       17.669       -2.048        0.213
     1.5000000       -4.5000000      152.5000000       16.690       -0.853       -2.023
     1.5000000       -3.5000000      152.5000000       16.783       -1.020       -2.119
     1.5000000       -2.5000000      152.5000000       16.876       -1.187       -2.215
     1.5000000       -1.5000000      152.5000000       16.969       -1.354       -2.311
     1.5000000       -0.5000000      152.5000000       17.062       -1.521       -2.407
     1.5000000        0.5000000      152.5000000       17.167       -1.627       -2.178
     1.5000000        1.5000000      152.5000000       17.283       -1.671       -1.624
     1.5000000        2.5000000      152.5000000       17.400       -1.715       -1.070
     1.5000000        3.5000000      152.5000000       17.516       -1.759       -0.516
     1.5000000        4.5000000      152.5000000       17.633       -1.803        0.038
     1.5000000       -4.5000000      153.5000000       16.723       -0.934       -2.028
     1.5000000       -3.5000000      153.5000000       16.823       -1.071       -2.120
     1.5000000       -2.5000000      153.5000000       16.923       -1.207       -2.213
     1.5000000       -1.5000000      153.5000000       17.024       -1.344       -2.305
     1.5000000       -0.5000000      153.5000000       17.124       -1.480       -2.397
     1.5000000        0.5000000      153.5000000       17.221       -1.550       -2.187
     1.5000000        1.5000000      153.5000000       17.314       -1.552       -1.675
     1.5000000        2.5000000      153.5000000       17.408       -1.554       -1.162
     1.5000000        3.5000000      153.5000000       17.502       -1.556       -0.650
     1.5000000        4.5000000      153.5000000       17.596       -1.558       -0.137
     1.5000000       -4.5000000      154.5000000       16.757       -1.015       -2.033
     1.5000000       -3.5000000      154.5000000       16.864       -1.121       -2.122
     1.5000000       -2.5000000      154.5000000       16.971       -1.227       -2.210
     1.5000000       -1.5000000      154.5000000       17.078       -1.333       -2.299
     1.5000000       -0.5000000      154.5000000       17.185       -1.439       -2.388
     1.5000000        0.5000000      154.5000000       17.274       -1.472       -2.197
     1.5000000        1.5000000      154.5000000       17.345       -1.433       -1.726
     1.5000000        2.5000000      154.5000000       17.417       -1.393       -1.255
     1.5000000        3.5000000      154.5000000       17.488       -1.353       -0.784
     1.5000000        4.5000000      154.5000000       17.559       -1.313       -0.312
     2.5000000       -4.5000000      145.5000000       16.606       -1.826       -1.513
     2.5000000       -3.5000000      145.5000000       16.542       -1.049       -1.460
     2.5000000       -2.5000000      145.5000000       16.477       -0.272       -1.406
     2.5000000       -1.5000000      145.5000000       16.413        0.504       -1.352
     2.5000000       -0.5000000      145.5000000       16.348        1.281       -1.298
     2.5000000        0.5000000      145.5000000       16.390        1.539       -1.161
     2.5000000        1.5000000      145.5000000       16.539        1.278       -0.941
     2.5000000        2.5000000      145.5000000       16.688        1.017       -0.721
     2.5000000        3.5000000      145.5000000       16.837        0.757       -0.501
     2.5000000        4.5000000      145.5000000       16.986        0.496       -0.280
     2.5000000       -4.5000000      146.5000000       16.625       -1.593       -1.685
     2.5000000       -3.5000000      146.5000000       16.533       -0.984       -1.678
     2.5000000       -2.5000000      146.5000000       16.440       -0.375       -1.672
     2.5000000       -1.5000000      146.5000000       16.347        0.235       -1.665
     2.5000000       -0.5000000      146.5000000       16.255        0.844       -1.659
     2.5000000        0.5000000      146.5000000       16.308        1.006       -1.489
     2.5000000        1.5000000      146.5000000       16.508        0.720       -1.155
     2.5000000        2.5000000      146.5000000       16.709        0.435       -0.821
     2.5000000        3.5000000      146.5000000       16.909        0.149       -0.487
     2.5000000        4.5000000      146.5000000       17.109       -0.136       -0.153
     2.5000000       -4.5000000      147.5000000       16.645       -1.361       -1.857
     2.5000000       -3.5000000      147.5000000       16.524       -0.919       -1.897
     2.5000000       -2.5000000      147.5000000       16.403       -0.477       -1.938
     2.5000000       -1.5000000      147.5000000       16.282       -0.035       -1.979
     2.5000000       -0.5000000      147.5000000       16.161        0.407       -2.019
     2.5000000        0.5000000      147.5000000       16.226        0.472       -1.816
     2.5000000        1.5000000      147.5000000       16.478        0.162       -1.368
     2.5000000        2.5000000      147.5000000       16.729       -0.148       -0.921
     2.5000000        3.5000000      147.5000000       16.980       -0.458       -0.473
     2.5000000        4.5000000      147.5000000       17.231       -0.768       -0.026
     2.5000000       -4.5000000      148.5000000       16.664       -1.128       -2.029
     2.5000000       -3.5000000      148.5000000       16.515       -0.854       -2.116
     2.5000000       -2.5000000      148.5000000       16.366       -0.579       -2.204
     2.5000000       -1.5000000      148.5000000       16.217       -0.305       -2.292
     2.5000000       -0.5000000      148.5000000       16.068       -0.030       -2.379
     2.5000000        0.5000000      148.5000000       16.144       -0.061       -2.143
     2.5000000        1.5000000      148.5000000       16.447       -0.396       -1.582
     2.5000000        2.5000000      148.5000000       16.749       -0.730       -1.021
     2.5000000        3.5000000      148.5000000       17.051       -1.065       -0.460
     2.5000000        4.5000000      148.5000000       17.353       -1.400        0.101
     2.5000000       -4.5000000      149.5000000       16.683       -0.895       -2.200
     2.5000000       -3.5000000      149.5000000       16.506       -0.788       -2.335
     2.5000000       -2.5000000      149.5000000       16.329       -0.681       -2.470
     2.5000000       -1.5000000      149.5000000       16.152       -0.574       -2.605
     2.5000000       -0.5000000      149.5000000       15.975       -0.468       -2.740
     2.5000000        0.5000000      149.5000000       16.062       -0.594       -2.470
     2.5000000        1.5000000      149.5000000       16.416       -0.954       -1.795
     2.5000000        2.5000000      149.5000000       16.769       -1.313       -1.121
     2.5000000        3.5000000      149.5000000       17.122       -1.673       -0.446
     2.5000000        4.5000000      149.5000000       17.475       -2.032        0.228
     2.5000000       -4.5000000      150.5000000       16.703       -0.820       -2.311
     2.5000000       -3.5000000      150.5000000       16.527       -0.798       -2.459
     2.5000000       -2.5000000      150.5000000       16.352       -0.775       -2.606
     2.5000000       -1.5000000      150.5000000       16.176       -0.753       -2.753
     2.5000000       -0.5000000      150.5000000       16.001       -0.731       -2.900
     2.5000000        0.5000000      150.5000000       16.094       -0.882       -2.625
     2.5000000        1.5000000      150.5000000       16.456       -1.209       -1.927
     2.5000000        2.5000000      150.5000000       16.817       -1.535       -1.229
     2.5000000        3.5000000      150.5000000       17.179       -1.861       -0.531
     2.5000000        4.5000000      150.5000000       17.540       -2.187        0.167
     2.5000000       -4.5000000      151.5000000       16.723       -0.903       -2.361
     2.5000000       -3.5000000      151.5000000       16.579       -0.882       -2.486
     2.5000000       -2.5000000      151.5000000       16.435       -0.861       -2.611
     2.5000000       -1.5000000      151.5000000       16.291       -0.840       -2.736
     2.5000000       -0.5000000      151.5000000       16.147       -0.819       -2.861
     2.5000000        0.5000000      151.5000000       16.239       -0.926       -2.607
     2.5000000        1.5000000      151.5000000       16.566       -1.161       -1.976
     2.5000000        2.5000000      151.5000000       16.894       -1.396       -1.345
     2.5000000        3.5000000      151.5000000       17.221       -1.631       -0.714
     2.5000000        4.5000000      151.5000000       17.548       -1.866       -0.083
     2.5000000       -4.5000000      152.5000000       16.742       -0.986       -2.411
     2.5000000       -3.5000000      152.5000000       16.630       -0.967       -2.514
     2.5000000       -2.5000000      152.5000000       16.518       -0.947       -2.616
     2.5000000       -1.5000000      152.5000000       16.406       -0.928       -2.719
     2.5000000       -0.5000000      152.5000000       16.293       -0.908       -2.821
     2.5000000        0.5000000      152.5000000       16.384       -0.970       -2.590
     2.5000000        1.5000000      152.5000000       16.677       -1.114       -2.026
     2.5000000        2.5000000      152.5000000       16.970       -1.257       -1.461
     2.5000000        3.5000000      152.5000000       17.263       -1.400       -0.897
     2.5000000        4.5000000      152.5000000       17.556       -1.544       -0.333
     2.5000000       -4.5000000      153.5000000       16.762       -1.069       -2.462
     2.5000000       -3.5000000      153.5000000       16.681       -1.051       -2.541
     2.5000000       -2.5000000      153.5000000       16.601       -1.033       -2.621
     2.5000000       -1.5000000      153.5000000       16.520       -1.015       -2.701
     2.5000000       -0.5000000      153.5000000       16.440       -0.997       -2.781
     2.5000000        0.5000000      153.5000000       16.529       -1.014       -2.572
     2.5000000        1.5000000      153.5000000       16.788       -1.066       -2.075
     2.5000000        2.5000000      153.5000000       17.046       -1.118       -1.578
     2.5000000        3.5000000      153.5000000       17.305       -1.170       -1.080
     2.5000000        4.5000000      153.5000000       17.564       -1.222       -0.583
     2.5000000       -4.5000000      154.5000000       16.781       -1.152       -2.512
     2.5000000       -3.5000000      154.5000000       16.733       -1.136       -2.569
     2.5000000       -2.5000000      154.5000000       16.684       -1.119       -2.627
     2.5000000       -1.5000000      154.5000000       16.635       -1.103       -2.684
     2.5000000       -0.5000000      154.5000000       16.586       -1.086       -2.742
     2.5000000        0.5000000      154.5000000       16.674       -1.058       -2.555
     2.5000000        1.5000000      154.5000000       16.898       -1.019       -2.124
     2.5000000        2.5000000      154.5000000       17.123       -0.979       -1.694
     2.5000000        3.5000000      154.5000000       17.347       -0.940       -1.263
     2.5000000        4.5000000      154.5000000       17.572       -0.900       -0.833
     3.5000000       -4.5000000      145.5000000       16.760       -1.960       -1.641
     3.5000000       -3.5000000      145.5000000       16.730       -1.189       -1.507
     3.5000000       -2.5000000      145.5000000       16.701       -0.417       -1.372
     3.5000000       -1.5000000      145.5000000       16.672        0.354       -1.238
     3.5000000       -0.5000000      145.5000000       16.642        1.126       -1.103
     3.5000000        0.5000000      145.5000000       16.677        1.433       -1.009
     3.5000000        1.5000000      145.5000000       16.775        1.275       -0.954
     3.5000000        2.5000000      145.5000000       16.872        1.118       -0.900
     3.5000000        3.5000000      145.5000000       16.970        0.960       -0.845
     3.5000000        4.5000000      145.5000000       17.068        0.803       -0.790
     3.5000000       -4.5000000      146.5000000       16.775       -1.838       -1.809
     3.5000000       -3.5000000      146.5000000       16.738       -1.222       -1.689
     3.5000000       -2.5000000      146.5000000       16.702       -0.606       -1.570
     3.5000000       -1.5000000      146.5000000       16.665        0.011       -1.451
     3.5000000       -0.5000000      146.5000000       16.628        0.627       -1.331
     3.5000000        0.5000000      146.5000000       16.669        0.833       -1.192
     3.5000000        1.5000000      146.5000000       16.787        0.628       -1.033
     3.5000000        2.5000000      146.5000000       16.905        0.424       -0.873
     3.5000000        3.5000000      146.5000000       17.023        0.220       -0.714
     3.5000000        4.5000000      146.5000000       17.141        0.016       -0.555
     3.5000000       -4.5000000      147.5000000       16.790       -1.715       -1.977
     3.5000000       -3.5000000      147.5000000       16.746       -1.254       -1.872
     3.5000000       -2.5000000      147.5000000       16.702       -0.794       -1.768
     3.5000000       -1.5000000      147.5000000       16.658       -0.333       -1.663
     3.5000000       -0.5000000      147.5000000       16.614        0.128       -1.559
     3.5000000        0.5000000      147.5000000       16.661        0.232       -1.375
     3.5000000        1.5000000      147.5000000       16.799       -0.018       -1.111
     3.5000000        2.5000000      147.5000000       16.937       -0.269       -0.847
     3.5000000        3.5000000      147.5000000       17.075       -0.520       -0.584
     3.5000000        4.5000000      147.5000000       17.213       -0.771       -0.320
     3.5000000       -4.5000000      148.5000000       16.805       -1.592       -2.145
     3.5000000       -3.5000000      148.5000000       16.754       -1.287       -2.055
     3.5000000       -2.5000000      148.5000000       16.703       -0.982       -1.965
     3.5000000       -1.5000000      148.5000000       16.651       -0.677       -1.876
     3.5000000       -0.5000000      148.5000000       16.600       -0.372       -1.786
     3.5000000        0.5000000      148.5000000       16.653       -0.368       -1.557
     3.5000000        1.5000000      148.5000000       16.811       -0.665       -1.189
     3.5000000        2.5000000      148.5000000       16.970       -0.963       -0.821
     3.5000000        3.5000000      148.5000000       17.128       -1.260       -0.453
     3.5000000        4.5000000      148.5000000       17.286       -1.558       -0.085
     3.5000000       -4.5000000      149.5000000       16.821       -1.469       -2.313
     3.5000000       -3.5000000      149.5000000       16.762       -1.320       -2.238
     3.5000000       -2.5000000      149.5000000       16.703       -1.170       -2.163
     3.5000000       -1.5000000      149.5000000       16.645       -1.020       -2.089
     3.5000000       -0.5000000      149.5000000       16.586       -0.871       -2.014
     3.5000000        0.5000000      149.5000000       16.646       -0.968       -1.740
     3.5000000        1.5000000      149.5000000       16.824       -1.312       -1.268
     3.5000000        2.5000000      149.5000000       17.002       -1.656       -0.795
     3.5000000        3.5000000      149.5000000       17.180       -2.000       -0.322
     3.5000000        4.5000000      149.5000000       17.358       -2.344        0.151
     3.5000000       -4.5000000      150.5000000       16.815       -1.352       -2.411
     3.5000000       -3.5000000      150.5000000       16.764       -1.289       -2.333
     3.5000000       -2.5000000      150.5000000       16.713       -1.226       -2.255
     3.5000000       -1.5000000      150.5000000       16.662       -1.162       -2.178
     3.5000000       -0.5000000      150.5000000       16.611       -1.099       -2.100
     3.5000000        0.5000000      150.5000000       16.680       -1.236       -1.815
     3.5000000        1.5000000      150.5000000       16.869       -1.574       -1.322
     3.5000000        2.5000000      150.5000000       17.057       -1.912       -0.830
     3.5000000        3.5000000      150.5000000       17.246       -2.250       -0.337
     3.5000000        4.5000000      150.5000000       17.434       -2.588        0.155
     3.5000000       -4.5000000      151.5000000       16.790       -1.241       -2.439
     3.5000000       -3.5000000      151.5000000       16.761       -1.195       -2.340
     3.5000000       -2.5000000      151.5000000       16.733       -1.149       -2.242
     3.5000000       -1.5000000      151.5000000       16.705       -1.103       -2.143
     3.5000000       -0.5000000      151.5000000       16.676       -1.056       -2.045
     3.5000000        0.5000000      151.5000000       16.757       -1.173       -1.782
     3.5000000        1.5000000      151.5000000       16.946       -1.452       -1.354
     3.5000000        2.5000000      151.5000000       17.136       -1.731       -0.926
     3.5000000        3.5000000      151.5000000       17.325       -2.010       -0.498
     3.5000000        4.5000000      151.5000000       17.514       -2.289       -0.070
     3.5000000       -4.5000000      152.5000000       16.764       -1.130       -2.467
     3.5000000       -3.5000000      152.5000000       16.758       -1.101       -2.347
     3.5000000       -2.5000000      152.5000000       16.753       -1.072       -2.228
     3.5000000       -1.5000000      152.5000000       16.747       -1.043       -2.109
     3.5000000       -0.5000000      152.5000000       16.741       -1.014       -1.990
     3.5000000        0.5000000      152.5000000       16.833       -1.109       -1.749
     3.5000000        1.5000000      152.5000000       17.024       -1.329       -1.386
     3.5000000        2.5000000      152.5000000       17.214       -1.549       -1.022
     3.5000000        3.5000000      152.5000000       17.404       -1.770       -0.659
     3.5000000        4.5000000      152.5000000       17.594       -1.990       -0.296
     3.5000000       -4.5000000      153.5000000       16.738       -1.020       -2.495
     3.5000000       -3.5000000      153.5000000       16.755       -1.007       -2.355
     3.5000000       -2.5000000      153.5000000       16.772       -0.995       -2.215
     3.5000000       -1.5000000      153.5000000       16.789       -0.983       -2.075
     3.5000000       -0.5000000      153.5000000       16.806       -0.971       -1.935
     3.5000000        0.5000000      153.5000000       16.910       -1.046       -1.716
     3.5000000        1.5000000      153.5000000       17.101       -1.207       -1.417
     3.5000000        2.5000000      153.5000000       17.292       -1.368       -1.119
     3.5000000        3.5000000      153.5000000       17.483       -1.529       -0.820
     3.5000000        4.5000000      153.5000000       17.674       -1.690       -0.522
     3.5000000       -4.5000000      154.5000000       16.713       -0.909       -2.523
     3.5000000       -3.5000000      154.5000000       16.752       -0.914       -2.362
     3.5000000       -2.5000000      154.5000000       16.792       -0.919       -2.201
     3.5000000       -1.5000000      154.5000000       16.831       -0.924       -2.040
     3.5000000       -0.5000000      154.5000000       16.871       -0.929       -1.880
     3.5000000        0.5000000      154.5000000       16.987       -0.982       -1.682
     3.5000000        1.5000000      154.5000000       17.179       -1.085       -1.449
     3.5000000        2.5000000      154.5000000       17.371       -1.187       -1.215
     3.5000000        3.5000000      154.5000000       17.562       -1.289       -0.981
     3.5000000        4.5000000      154.5000000       17.754       -1.391       -0.748
     4.5000000       -4.5000000      145.5000000       16.794       -1.780       -1.601
     4.5000000       -3.5000000      145.5000000       16.796       -1.173       -1.317
     4.5000000       -2.5000000      145.5000000       16.799       -0.566       -1.033
     4.5000000       -1.5000000      145.5000000       16.801        0.041       -0.749
     4.5000000       -0.5000000      145.5000000       16.804        0.649       -0.465
     4.5000000        0.5000000      145.5000000       16.903        0.953       -0.387
     4.5000000        1.5000000      145.5000000       17.100        0.954       -0.516
     4.5000000        2.5000000      145.5000000       17.297        0.955       -0.644
     4.5000000        3.5000000      145.5000000       17.494        0.956       -0.773
     4.5000000        4.5000000      145.5000000       17.691        0.957       -0.901
     4.5000000       -4.5000000      146.5000000       16.723       -1.665       -1.689
     4.5000000       -3.5000000      146.5000000       16.714       -1.209       -1.423
     4.5000000       -2.5000000      146.5000000       16.704       -0.754       -1.158
     4.5000000       -1.5000000      146.5000000       16.694       -0.298       -0.892
     4.5000000       -0.5000000      146.5000000       16.684        0.158       -0.627
     4.5000000        0.5000000      146.5000000       16.794        0.370       -0.517
     4.5000000        1.5000000      146.5000000       17.025        0.340       -0.564
     4.5000000        2.5000000      146.5000000       17.255        0.310       -0.610
     4.5000000        3.5000000      146.5000000       17.485        0.280       -0.656
     4.5000000        4.5000000      146.5000000       17.715        0.250       -0.703
     4.5000000       -4.5000000      147.5000000       16.653       -1.550       -1.777
     4.5000000       -3.5000000      147.5000000       16.631       -1.246       -1.529
     4.5000000       -2.5000000      147.5000000       16.609       -0.942       -1.282
     4.5000000       -1.5000000      147.5000000       16.587       -0.638       -1.035
     4.5000000       -0.5000000      147.5000000       16.565       -0.334       -0.788
     4.5000000        0.5000000      147.5000000       16.685       -0.212       -0.647
     4.5000000        1.5000000      147.5000000       16.949       -0.274       -0.611
     4.5000000        2.5000000      147.5000000       17.213       -0.335       -0.576
     4.5000000        3.5000000      147.5000000       17.477       -0.397       -0.540
     4.5000000        4.5000000      147.5000000       17.740       -0.458       -0.505
     4.5000000       -4.5000000      148.5000000       16.582       -1.435       -1.864
     4.5000000       -3.5000000      148.5000000       16.548       -1.282       -1.636
     4.5000000       -2.5000000      148.5000000       16.514       -1.130       -1.407
     4.5000000       -1.5000000      148.5000000       16.479       -0.977       -1.178
     4.5000000       -0.5000000      148.5000000       16.445       -0.825       -0.950
     4.5000000        0.5000000      148.5000000       16.576       -0.795       -0.776
     4.5000000        1.5000000      148.5000000       16.874       -0.888       -0.659
     4.5000000        2.5000000      148.5000000       17.171       -0.980       -0.541
     4.5000000        3.5000000      148.5000000       17.468       -1.073       -0.424
     4.5000000        4.5000000      148.5000000       17.765       -1.166       -0.306
     4.5000000       -4.5000000      149.5000000       16.512       -1.320       -1.952
     4.5000000       -3.5000000      149.5000000       16.465       -1.319       -1.742
     4.5000000       -2.5000000      149.5000000       16.419       -1.318       -1.531
     4.5000000       -1.5000000      149.5000000       16.372       -1.317       -1.321
     4.5000000       -0.5000000      149.5000000       16.325       -1.316       -1.111
     4.5000000        0.5000000      149.5000000       16.467       -1.377       -0.906
     4.5000000        1.5000000      149.5000000       16.798       -1.501       -0.707
     4.5000000        2.5000000      149.5000000       17.129       -1.625       -0.507
     4.5000000        3.5000000      149.5000000       17.459       -1.750       -0.307
     4.5000000        4.5000000      149.5000000       17.790       -1.874       -0.108
     4.5000000       -4.5000000      150.5000000       16.489       -1.207       -1.998
     4.5000000       -3.5000000      150.5000000       16.450       -1.288       -1.798
     4.5000000       -2.5000000      150.5000000       16.411       -1.369       -1.598
     4.5000000       -1.5000000      150.5000000       16.372       -1.450       -1.398
     4.5000000       -0.5000000      150.5000000       16.333       -1.532       -1.198
     4.5000000        0.5000000      150.5000000       16.483       -1.634       -0.986
     4.5000000        1.5000000      150.5000000       16.823       -1.756       -0.761
     4.5000000        2.5000000      150.5000000       17.163       -1.879       -0.537
     4.5000000        3.5000000      150.5000000       17.502       -2.002       -0.312
     4.5000000        4.5000000      150.5000000       17.842       -2.124       -0.087
     4.5000000       -4.5000000      151.5000000       16.513       -1.095       -2.003
     4.5000000       -3.5000000      151.5000000       16.502       -1.189       -1.805
     4.5000000       -2.5000000      151.5000000       16.491       -1.283       -1.607
     4.5000000       -1.5000000      151.5000000       16.479       -1.378       -1.409
     4.5000000       -0.5000000      151.5000000       16.468       -1.472       -1.211
     4.5000000        0.5000000      151.5000000       16.624       -1.564       -1.016
     4.5000000        1.5000000      151.5000000       16.949       -1.652       -0.823
     4.5000000        2.5000000      151.5000000       17.273       -1.741       -0.630
     4.5000000        3.5000000      151.5000000       17.597       -1.829       -0.437
     4.5000000        4.5000000      151.5000000       17.922       -1.918       -0.244
     4.5000000       -4.5000000      152.5000000       16.538       -0.983       -2.009
     4.5000000       -3.5000000      152.5000000       16.554       -1.090       -1.812
     4.5000000       -2.5000000      152.5000000       16.570       -1.198       -1.616
     4.5000000       -1.5000000      152.5000000       16.587       -1.305       -1.420
     4.5000000       -0.5000000      152.5000000       16.603       -1.413       -1.224
     4.5000000        0.5000000      152.5000000       16.765       -1.494       -1.045
     4.5000000        1.5000000      152.5000000       17.074       -1.548       -0.884
     4.5000000        2.5000000      152.5000000       17.383       -1.603       -0.723
     4.5000000        3.5000000      152.5000000       17.692       -1.657       -0.563
     4.5000000        4.5000000      152.5000000       18.001       -1.712       -0.402
     4.5000000       -4.5000000      153.5000000       16.563       -0.871       -2.014
     4.5000000       -3.5000000      153.5000000       16.607       -0.992       -1.820
     4.5000000       -2.5000000      153.5000000       16.650       -1.112       -1.625
     4.5000000       -1.5000000      153.5000000       16.694       -1.233       -1.431
     4.5000000       -0.5000000      153.5000000       16.738       -1.353       -1.237
     4.5000000        0.5000000      153.5000000       16.906       -1.424       -1.075
     4.5000000        1.5000000      153.5000000       17.200       -1.444       -0.946
     4.5000000        2.5000000      153.5000000       17.494       -1.465       -0.817
     4.5000000        3.5000000      153.5000000       17.787       -1.485       -0.688
     4.5000000        4.5000000      153.5000000       18.081       -1.505       -0.559
     4.5000000       -4.5000000      154.5000000       16.588       -0.759       -2.019
     4.5000000       -3.5000000      154.5000000       16.659       -0.893       -1.827
     4.5000000       -2.5000000      154.5000000       16.730       -1.027       -1.634
     4.5000000       -1.5000000      154.5000000       16.801       -1.160       -1.442
     4.5000000       -0.5000000      154.5000000       16.872       -1.294       -1.250
     4.5000000        0.5000000      154.5000000       17.047       -1.354       -1.105
     4.5000000        1.5000000      154.5000000       17.326       -1.340       -1.008
     4.5000000        2.5000000      154.5000000       17.604       -1.326       -0.910
     4.5000000        3.5000000      154.5000000       17.882       -1.313       -0.813
     4.5000000        4.5000000      154.5000000       18.161       -1.299       -0.716



# Time: 0.6
    -4.5000000       -4.5000000      145.5000000       17.531       -2.454       -1.077
    -4.5000000       -3.5000000      145.5000000       17.476       -1.864       -0.718
    -4.5000000       -2.5000000      145.5000000       17.421       -1.273       -0.359
    -4.5000000       -1.5000000      145.5000000       17.366       -0.683       -0.001
    -4.5000000       -0.5000000      145.5000000       17.311       -0.092        0.358
    -4.5000000        0.5000000      145.5000000       17.357        0.247        0.452
    -4.5000000        1.5000000      145.5000000       17.503        0.334        0.281
    -4.5000000        2.5000000      145.5000000       17.649        0.421        0.110
    -4.5000000        3.5000000      145.5000000       17.795        0.509       -0.061
    -4.5000000        4.5000000      145.5000000       17.941        0.596       -0.232
    -4.5000000       -4.5000000      146.5000000       17.644       -2.531       -1.370
    -4.5000000       -3.5000000      146.5000000       17.561       -2.091       -0.937
    -4.5000000       -2.5000000      146.5000000       17.478       -1.651       -0.504
    -4.5000000       -1.5000000      146.5000000       17.395       -1.211       -0.070
    -4.5000000       -0.5000000      146.5000000       17.313       -0.771        0.363
    -4.5000000        0.5000000      146.5000000       17.341       -0.516        0.514
    -4.5000000        1.5000000      146.5000000       17.482       -0.446        0.382
    -4.5000000        2.5000000      146.5000000       17.623       -0.375        0.250
    -4.5000000        3.5000000      146.5000000       17.763       -0.305        0.118
    -4.5000000        4.5000000      146.5000000       17.904       -0.235       -0.014
    -4.5000000       -4.5000000      147.5000000       17.756       -2.607       -1.663
    -4.5000000       -3.5000000      147.5000000       17.646       -2.318       -1.156
