## This file was generated by InflowWind_Driver on 31-Mar-2021 at 11:44:43.
## This file contains the wind velocity at a grid of points at each requested timestep
## It is arranged as blocks of X,Y,Z,U,V,W at each timestep
## Each block is separated by two blank lines for use in gnuplot
# 
#  Requested data:
#    Dimension             Range             Stepsize       Num. points
#   -------------------------------------------------------------------
#       X         -4.50    ->    4.50          1.00             10
#       Y         -4.50    ->    4.50          1.00             10
#       Z        145.50    ->  154.50          1.00             10
#       T          0.0000  ->    1.0000        0.1000           10     
# 
# 
#           X              Y              Z              U              V              W
#          (m)            (m)            (m)           (m/s)          (m/s)          (m/s)



# Time: 0
    -4.5000000       -4.5000000      147.5000000       17.269       -2.224       -2.158
    -4.5000000       -3.5000000      147.5000000       17.016       -2.098       -1.727
    -4.5000000       -2.5000000      147.5000000       16.762       -1.972       -1.296
    -4.5000000       -1.5000000      147.5000000       16.509       -1.846       -0.866
    -4.5000000       -0.5000000      147.5000000       16.255       -1.720       -0.435
    -4.5000000        0.5000000      147.5000000       16.195       -1.522       -0.281
    -4.5000000        1.5000000      147.5000000       16.328       -1.252       -0.404
    -4.5000000        2.5000000      147.5000000       16.461       -0.982       -0.528
    -4.5000000        3.5000000      147.5000000       16.594       -0.712       -0.651
    -4.5000000        4.5000000      147.5000000       16.727       -0.442       -0.774
    -4.5000000       -4.5000000      148.5000000       17.506       -2.180       -2.341
    -4.5000000       -3.5000000      148.5000000       17.172       -2.257       -1.907
    -4.5000000       -2.5000000      148.5000000       16.838       -2.334       -1.474
    -4.5000000       -1.5000000      148.5000000       16.503       -2.411       -1.040
    -4.5000000       -0.5000000      148.5000000       16.169       -2.488       -0.607
    -4.5000000        0.5000000      148.5000000       16.083       -2.386       -0.410
    -4.5000000        1.5000000      148.5000000       16.244       -2.104       -0.448
    -4.5000000        2.5000000      148.5000000       16.405       -1.822       -0.487
    -4.5000000        3.5000000      148.5000000       16.566       -1.540       -0.525
    -4.5000000        4.5000000      148.5000000       16.727       -1.258       -0.564
    -4.5000000       -4.5000000      149.5000000       17.743       -2.136       -2.523
    -4.5000000       -3.5000000      149.5000000       17.328       -2.416       -2.087
    -4.5000000       -2.5000000      149.5000000       16.913       -2.696       -1.651
    -4.5000000       -1.5000000      149.5000000       16.498       -2.977       -1.215
    -4.5000000       -0.5000000      149.5000000       16.083       -3.257       -0.779
    -4.5000000        0.5000000      149.5000000       15.970       -3.250       -0.538
    -4.5000000        1.5000000      149.5000000       16.159       -2.956       -0.492
    -4.5000000        2.5000000      149.5000000       16.348       -2.662       -0.446
    -4.5000000        3.5000000      149.5000000       16.537       -2.369       -0.400
    -4.5000000        4.5000000      149.5000000       16.726       -2.075       -0.354
    -4.5000000       -4.5000000      150.5000000       17.834       -1.973       -2.563
    -4.5000000       -3.5000000      150.5000000       17.411       -2.345       -2.146
    -4.5000000       -2.5000000      150.5000000       16.987       -2.718       -1.730
    -4.5000000       -1.5000000      150.5000000       16.564       -3.090       -1.314
    -4.5000000       -0.5000000      150.5000000       16.140       -3.463       -0.898
    -4.5000000        0.5000000      150.5000000       16.026       -3.504       -0.643
    -4.5000000        1.5000000      150.5000000       16.220       -3.216       -0.549
    -4.5000000        2.5000000      150.5000000       16.414       -2.927       -0.455
    -4.5000000        3.5000000      150.5000000       16.609       -2.639       -0.362
    -4.5000000        4.5000000      150.5000000       16.803       -2.350       -0.268
    -4.5000000       -4.5000000      151.5000000       17.779       -1.690       -2.459
    -4.5000000       -3.5000000      151.5000000       17.419       -2.044       -2.085
    -4.5000000       -2.5000000      151.5000000       17.060       -2.398       -1.711
    -4.5000000       -1.5000000      151.5000000       16.700       -2.752       -1.337
    -4.5000000       -0.5000000      151.5000000       16.341       -3.106       -0.962
    -4.5000000        0.5000000      151.5000000       16.250       -3.150       -0.723
    -4.5000000        1.5000000      151.5000000       16.426       -2.883       -0.619
    -4.5000000        2.5000000      151.5000000       16.603       -2.617       -0.515
    -4.5000000        3.5000000      151.5000000       16.780       -2.350       -0.410
    -4.5000000        4.5000000      151.5000000       16.957       -2.084       -0.306
    -4.5000000       -4.5000000      152.5000000       17.724       -1.407       -2.356
    -4.5000000       -3.5000000      152.5000000       17.428       -1.742       -2.024
    -4.5000000       -2.5000000      152.5000000       17.133       -2.078       -1.691
    -4.5000000       -1.5000000      152.5000000       16.837       -2.414       -1.359
    -4.5000000       -0.5000000      152.5000000       16.542       -2.749       -1.027
    -4.5000000        0.5000000      152.5000000       16.473       -2.795       -0.803
    -4.5000000        1.5000000      152.5000000       16.633       -2.551       -0.689
    -4.5000000        2.5000000      152.5000000       16.792       -2.306       -0.574
    -4.5000000        3.5000000      152.5000000       16.952       -2.062       -0.459
    -4.5000000        4.5000000      152.5000000       17.111       -1.818       -0.345
    -4.5000000       -4.5000000      153.5000000       17.669       -1.123       -2.253
    -4.5000000       -3.5000000      153.5000000       17.437       -1.441       -1.962
    -4.5000000       -2.5000000      153.5000000       17.205       -1.758       -1.672
    -4.5000000       -1.5000000      153.5000000       16.974       -2.075       -1.382
    -4.5000000       -0.5000000      153.5000000       16.742       -2.393       -1.091
    -4.5000000        0.5000000      153.5000000       16.697       -2.440       -0.883
    -4.5000000        1.5000000      153.5000000       16.839       -2.218       -0.758
    -4.5000000        2.5000000      153.5000000       16.981       -1.996       -0.633
    -4.5000000        3.5000000      153.5000000       17.123       -1.774       -0.508
    -4.5000000        4.5000000      153.5000000       17.265       -1.551       -0.383
    -4.5000000       -4.5000000      154.5000000       17.614       -0.840       -2.149
    -4.5000000       -3.5000000      154.5000000       17.446       -1.139       -1.901
    -4.5000000       -2.5000000      154.5000000       17.278       -1.438       -1.652
    -4.5000000       -1.5000000      154.5000000       17.110       -1.737       -1.404
    -4.5000000       -0.5000000      154.5000000       16.943       -2.036       -1.156
    -4.5000000        0.5000000      154.5000000       16.921       -2.085       -0.964
    -4.5000000        1.5000000      154.5000000       17.046       -1.885       -0.828
    -4.5000000        2.5000000      154.5000000       17.170       -1.685       -0.693
    -4.5000000        3.5000000      154.5000000       17.295       -1.485       -0.557
    -4.5000000        4.5000000      154.5000000       17.419       -1.285       -0.422
    -3.5000000       -4.5000000      145.5000000       16.863       -1.807       -1.910
    -3.5000000       -3.5000000      145.5000000       16.700       -1.159       -1.532
    -3.5000000       -2.5000000      145.5000000       16.537       -0.512       -1.154
    -3.5000000       -1.5000000      145.5000000       16.374        0.136       -0.776
    -3.5000000       -0.5000000      145.5000000       16.211        0.783       -0.398
    -3.5000000        0.5000000      145.5000000       16.136        1.162       -0.263
    -3.5000000        1.5000000      145.5000000       16.148        1.271       -0.371
    -3.5000000        2.5000000      145.5000000       16.161        1.379       -0.479
    -3.5000000        3.5000000      145.5000000       16.173        1.488       -0.587
    -3.5000000        4.5000000      145.5000000       16.185        1.597       -0.695
    -3.5000000       -4.5000000      146.5000000       17.106       -1.749       -2.057
    -3.5000000       -3.5000000      146.5000000       16.880       -1.302       -1.685
    -3.5000000       -2.5000000      146.5000000       16.655       -0.854       -1.312
    -3.5000000       -1.5000000      146.5000000       16.430       -0.407       -0.940
    -3.5000000       -0.5000000      146.5000000       16.205        0.041       -0.568
    -3.5000000        0.5000000      146.5000000       16.112        0.320       -0.396
    -3.5000000        1.5000000      146.5000000       16.151        0.432       -0.424
    -3.5000000        2.5000000      146.5000000       16.191        0.544       -0.451
    -3.5000000        3.5000000      146.5000000       16.230        0.655       -0.479
    -3.5000000        4.5000000      146.5000000       16.270        0.767       -0.507
    -3.5000000       -4.5000000      147.5000000       17.348       -1.691       -2.203
    -3.5000000       -3.5000000      147.5000000       17.061       -1.444       -1.837
    -3.5000000       -2.5000000      147.5000000       16.773       -1.196       -1.471
    -3.5000000       -1.5000000      147.5000000       16.486       -0.949       -1.105
    -3.5000000       -0.5000000      147.5000000       16.198       -0.702       -0.738
    -3.5000000        0.5000000      147.5000000       16.088       -0.521       -0.529
    -3.5000000        1.5000000      147.5000000       16.155       -0.407       -0.476
    -3.5000000        2.5000000      147.5000000       16.221       -0.292       -0.424
    -3.5000000        3.5000000      147.5000000       16.288       -0.178       -0.371
    -3.5000000        4.5000000      147.5000000       16.354       -0.064       -0.319
    -3.5000000       -4.5000000      148.5000000       17.591       -1.633       -2.350
    -3.5000000       -3.5000000      148.5000000       17.241       -1.586       -1.990
    -3.5000000       -2.5000000      148.5000000       16.891       -1.539       -1.630
    -3.5000000       -1.5000000      148.5000000       16.542       -1.492       -1.269
    -3.5000000       -0.5000000      148.5000000       16.192       -1.445       -0.909
    -3.5000000        0.5000000      148.5000000       16.064       -1.363       -0.662
    -3.5000000        1.5000000      148.5000000       16.158       -1.245       -0.529
    -3.5000000        2.5000000      148.5000000       16.251       -1.128       -0.396
    -3.5000000        3.5000000      148.5000000       16.345       -1.011       -0.263
    -3.5000000        4.5000000      148.5000000       16.439       -0.894       -0.130
    -3.5000000       -4.5000000      149.5000000       17.833       -1.575       -2.497
    -3.5000000       -3.5000000      149.5000000       17.421       -1.728       -2.142
    -3.5000000       -2.5000000      149.5000000       17.009       -1.881       -1.788
    -3.5000000       -1.5000000      149.5000000       16.598       -2.034       -1.434
    -3.5000000       -0.5000000      149.5000000       16.186       -2.187       -1.079
    -3.5000000        0.5000000      149.5000000       16.040       -2.204       -0.796
    -3.5000000        1.5000000      149.5000000       16.161       -2.084       -0.582
    -3.5000000        2.5000000      149.5000000       16.282       -1.964       -0.369
    -3.5000000        3.5000000      149.5000000       16.402       -1.844       -0.156
    -3.5000000        4.5000000      149.5000000       16.523       -1.725        0.058
    -3.5000000       -4.5000000      150.5000000       17.934       -1.518       -2.500
    -3.5000000       -3.5000000      150.5000000       17.517       -1.755       -2.164
    -3.5000000       -2.5000000      150.5000000       17.100       -1.992       -1.828
    -3.5000000       -1.5000000      150.5000000       16.682       -2.229       -1.491
    -3.5000000       -0.5000000      150.5000000       16.265       -2.466       -1.155
    -3.5000000        0.5000000      150.5000000       16.125       -2.524       -0.862
    -3.5000000        1.5000000      150.5000000       16.261       -2.403       -0.612
    -3.5000000        2.5000000      150.5000000       16.398       -2.282       -0.362
    -3.5000000        3.5000000      150.5000000       16.534       -2.161       -0.112
    -3.5000000        4.5000000      150.5000000       16.670       -2.040        0.138
    -3.5000000       -4.5000000      151.5000000       17.892       -1.461       -2.360
    -3.5000000       -3.5000000      151.5000000       17.527       -1.665       -2.054
    -3.5000000       -2.5000000      151.5000000       17.162       -1.870       -1.748
    -3.5000000       -1.5000000      151.5000000       16.796       -2.075       -1.441
    -3.5000000       -0.5000000      151.5000000       16.431       -2.280       -1.135
    -3.5000000        0.5000000      151.5000000       16.319       -2.322       -0.860
    -3.5000000        1.5000000      151.5000000       16.459       -2.201       -0.618
    -3.5000000        2.5000000      151.5000000       16.599       -2.081       -0.375
    -3.5000000        3.5000000      151.5000000       16.739       -1.960       -0.132
    -3.5000000        4.5000000      151.5000000       16.880       -1.840        0.111
    -3.5000000       -4.5000000      152.5000000       17.851       -1.404       -2.220
    -3.5000000       -3.5000000      152.5000000       17.537       -1.576       -1.944
    -3.5000000       -2.5000000      152.5000000       17.224       -1.749       -1.668
    -3.5000000       -1.5000000      152.5000000       16.910       -1.921       -1.392
    -3.5000000       -0.5000000      152.5000000       16.597       -2.094       -1.115
    -3.5000000        0.5000000      152.5000000       16.512       -2.120       -0.859
    -3.5000000        1.5000000      152.5000000       16.657       -2.000       -0.624
    -3.5000000        2.5000000      152.5000000       16.801       -1.880       -0.388
    -3.5000000        3.5000000      152.5000000       16.945       -1.760       -0.152
    -3.5000000        4.5000000      152.5000000       17.089       -1.640        0.084
    -3.5000000       -4.5000000      153.5000000       17.809       -1.347       -2.081
    -3.5000000       -3.5000000      153.5000000       17.547       -1.487       -1.834
    -3.5000000       -2.5000000      153.5000000       17.286       -1.627       -1.588
    -3.5000000       -1.5000000      153.5000000       17.024       -1.767       -1.342
    -3.5000000       -0.5000000      153.5000000       16.763       -1.908       -1.096
    -3.5000000        0.5000000      153.5000000       16.706       -1.918       -0.858
    -3.5000000        1.5000000      153.5000000       16.854       -1.799       -0.630
    -3.5000000        2.5000000      153.5000000       17.002       -1.679       -0.401
    -3.5000000        3.5000000      153.5000000       17.151       -1.560       -0.172
    -3.5000000        4.5000000      153.5000000       17.299       -1.440        0.056
    -3.5000000       -4.5000000      154.5000000       17.768       -1.290       -1.941
    -3.5000000       -3.5000000      154.5000000       17.558       -1.398       -1.725
    -3.5000000       -2.5000000      154.5000000       17.348       -1.506       -1.508
    -3.5000000       -1.5000000      154.5000000       17.138       -1.614       -1.292
    -3.5000000       -0.5000000      154.5000000       16.928       -1.722       -1.076
    -3.5000000        0.5000000      154.5000000       16.900       -1.716       -0.857
    -3.5000000        1.5000000      154.5000000       17.052       -1.597       -0.636
    -3.5000000        2.5000000      154.5000000       17.204       -1.478       -0.414
    -3.5000000        3.5000000      154.5000000       17.356       -1.359       -0.193
    -3.5000000        4.5000000      154.5000000       17.509       -1.240        0.029
    -2.5000000       -4.5000000      145.5000000       16.716       -1.341       -1.775
    -2.5000000       -3.5000000      145.5000000       16.657       -0.780       -1.572
    -2.5000000       -2.5000000      145.5000000       16.597       -0.219       -1.369
    -2.5000000       -1.5000000      145.5000000       16.538        0.341       -1.166
    -2.5000000       -0.5000000      145.5000000       16.478        0.902       -0.963
    -2.5000000        0.5000000      145.5000000       16.435        1.122       -0.732
    -2.5000000        1.5000000      145.5000000       16.408        1.002       -0.473
    -2.5000000        2.5000000      145.5000000       16.381        0.881       -0.214
    -2.5000000        3.5000000      145.5000000       16.354        0.761        0.045
    -2.5000000        4.5000000      145.5000000       16.327        0.640        0.304
    -2.5000000       -4.5000000      146.5000000       16.764       -1.193       -1.812
    -2.5000000       -3.5000000      146.5000000       16.703       -0.822       -1.654
    -2.5000000       -2.5000000      146.5000000       16.641       -0.451       -1.496
    -2.5000000       -1.5000000      146.5000000       16.580       -0.081       -1.339
    -2.5000000       -0.5000000      146.5000000       16.519        0.290       -1.181
    -2.5000000        0.5000000      146.5000000       16.491        0.416       -0.920
    -2.5000000        1.5000000      146.5000000       16.495        0.298       -0.555
    -2.5000000        2.5000000      146.5000000       16.500        0.181       -0.191
    -2.5000000        3.5000000      146.5000000       16.504        0.063        0.174
    -2.5000000        4.5000000      146.5000000       16.509       -0.055        0.539
    -2.5000000       -4.5000000      147.5000000       16.811       -1.044       -1.849
    -2.5000000       -3.5000000      147.5000000       16.749       -0.864       -1.736
    -2.5000000       -2.5000000      147.5000000       16.686       -0.684       -1.624
    -2.5000000       -1.5000000      147.5000000       16.623       -0.503       -1.512
    -2.5000000       -0.5000000      147.5000000       16.560       -0.323       -1.399
    -2.5000000        0.5000000      147.5000000       16.546       -0.290       -1.108
    -2.5000000        1.5000000      147.5000000       16.583       -0.405       -0.638
    -2.5000000        2.5000000      147.5000000       16.619       -0.520       -0.168
    -2.5000000        3.5000000      147.5000000       16.655       -0.635        0.303
    -2.5000000        4.5000000      147.5000000       16.691       -0.749        0.773
    -2.5000000       -4.5000000      148.5000000       16.859       -0.896       -1.886
    -2.5000000       -3.5000000      148.5000000       16.794       -0.906       -1.819
    -2.5000000       -2.5000000      148.5000000       16.730       -0.916       -1.752
    -2.5000000       -1.5000000      148.5000000       16.665       -0.925       -1.685
    -2.5000000       -0.5000000      148.5000000       16.601       -0.935       -1.618
    -2.5000000        0.5000000      148.5000000       16.602       -0.996       -1.296
    -2.5000000        1.5000000      148.5000000       16.670       -1.108       -0.720
    -2.5000000        2.5000000      148.5000000       16.737       -1.220       -0.145
    -2.5000000        3.5000000      148.5000000       16.805       -1.332        0.431
    -2.5000000        4.5000000      148.5000000       16.873       -1.444        1.007
    -2.5000000       -4.5000000      149.5000000       16.906       -0.748       -1.922
    -2.5000000       -3.5000000      149.5000000       16.840       -0.948       -1.901
    -2.5000000       -2.5000000      149.5000000       16.774       -1.148       -1.879
    -2.5000000       -1.5000000      149.5000000       16.708       -1.347       -1.857
    -2.5000000       -0.5000000      149.5000000       16.642       -1.547       -1.836
    -2.5000000        0.5000000      149.5000000       16.658       -1.702       -1.484
    -2.5000000        1.5000000      149.5000000       16.757       -1.811       -0.803
    -2.5000000        2.5000000      149.5000000       16.856       -1.921       -0.121
    -2.5000000        3.5000000      149.5000000       16.955       -2.030        0.560
    -2.5000000        4.5000000      149.5000000       17.054       -2.139        1.241
    -2.5000000       -4.5000000      150.5000000       16.953       -0.720       -1.930
    -2.5000000       -3.5000000      150.5000000       16.892       -1.003       -1.932
    -2.5000000       -2.5000000      150.5000000       16.831       -1.286       -1.934
    -2.5000000       -1.5000000      150.5000000       16.769       -1.569       -1.936
    -2.5000000       -0.5000000      150.5000000       16.708       -1.851       -1.939
    -2.5000000        0.5000000      150.5000000       16.731       -2.034       -1.586
    -2.5000000        1.5000000      150.5000000       16.838       -2.118       -0.880
    -2.5000000        2.5000000      150.5000000       16.946       -2.201       -0.173
    -2.5000000        3.5000000      150.5000000       17.053       -2.284        0.534
    -2.5000000        4.5000000      150.5000000       17.160       -2.367        1.241
    -2.5000000       -4.5000000      151.5000000       17.000       -0.812       -1.907
    -2.5000000       -3.5000000      151.5000000       16.950       -1.071       -1.912
    -2.5000000       -2.5000000      151.5000000       16.900       -1.330       -1.917
    -2.5000000       -1.5000000      151.5000000       16.850       -1.588       -1.922
    -2.5000000       -0.5000000      151.5000000       16.800       -1.847       -1.927
    -2.5000000        0.5000000      151.5000000       16.821       -1.994       -1.603
    -2.5000000        1.5000000      151.5000000       16.914       -2.027       -0.951
    -2.5000000        2.5000000      151.5000000       17.006       -2.061       -0.299
    -2.5000000        3.5000000      151.5000000       17.098       -2.094        0.353
    -2.5000000        4.5000000      151.5000000       17.191       -2.128        1.005
    -2.5000000       -4.5000000      152.5000000       17.046       -0.904       -1.884
    -2.5000000       -3.5000000      152.5000000       17.008       -1.138       -1.892
    -2.5000000       -2.5000000      152.5000000       16.969       -1.373       -1.899
    -2.5000000       -1.5000000      152.5000000       16.931       -1.608       -1.907
    -2.5000000       -0.5000000      152.5000000       16.892       -1.843       -1.914
    -2.5000000        0.5000000      152.5000000       16.912       -1.953       -1.620
    -2.5000000        1.5000000      152.5000000       16.989       -1.937       -1.022
    -2.5000000        2.5000000      152.5000000       17.066       -1.920       -0.425
    -2.5000000        3.5000000      152.5000000       17.144       -1.904        0.172
    -2.5000000        4.5000000      152.5000000       17.221       -1.888        0.769
    -2.5000000       -4.5000000      153.5000000       17.093       -0.995       -1.862
    -2.5000000       -3.5000000      153.5000000       17.066       -1.206       -1.872
    -2.5000000       -2.5000000      153.5000000       17.039       -1.417       -1.882
    -2.5000000       -1.5000000      153.5000000       17.012       -1.628       -1.892
    -2.5000000       -0.5000000      153.5000000       16.985       -1.839       -1.902
    -2.5000000        0.5000000      153.5000000       17.002       -1.912       -1.636
    -2.5000000        1.5000000      153.5000000       17.065       -1.846       -1.094
    -2.5000000        2.5000000      153.5000000       17.127       -1.780       -0.551
    -2.5000000        3.5000000      153.5000000       17.189       -1.715       -0.009
    -2.5000000        4.5000000      153.5000000       17.251       -1.649        0.534
    -2.5000000       -4.5000000      154.5000000       17.139       -1.087       -1.839
    -2.5000000       -3.5000000      154.5000000       17.124       -1.274       -1.852
    -2.5000000       -2.5000000      154.5000000       17.108       -1.461       -1.865
    -2.5000000       -1.5000000      154.5000000       17.092       -1.648       -1.877
    -2.5000000       -0.5000000      154.5000000       17.077       -1.835       -1.890
    -2.5000000        0.5000000      154.5000000       17.093       -1.871       -1.653
    -2.5000000        1.5000000      154.5000000       17.140       -1.756       -1.165
    -2.5000000        2.5000000      154.5000000       17.187       -1.640       -0.677
    -2.5000000        3.5000000      154.5000000       17.235       -1.525       -0.190
    -2.5000000        4.5000000      154.5000000       17.282       -1.409        0.298
    -1.5000000       -4.5000000      145.5000000       16.670       -1.598       -1.589
    -1.5000000       -3.5000000      145.5000000       16.664       -0.941       -1.548
    -1.5000000       -2.5000000      145.5000000       16.659       -0.284       -1.507
    -1.5000000       -1.5000000      145.5000000       16.653        0.374       -1.466
    -1.5000000       -0.5000000      145.5000000       16.647        1.031       -1.425
    -1.5000000        0.5000000      145.5000000       16.686        1.266       -1.274
    -1.5000000        1.5000000      145.5000000       16.769        1.079       -1.014
    -1.5000000        2.5000000      145.5000000       16.853        0.892       -0.754
    -1.5000000        3.5000000      145.5000000       16.936        0.705       -0.493
    -1.5000000        4.5000000      145.5000000       17.020        0.519       -0.233
    -1.5000000       -4.5000000      146.5000000       16.651       -1.397       -1.709
    -1.5000000       -3.5000000      146.5000000       16.646       -0.916       -1.709
    -1.5000000       -2.5000000      146.5000000       16.641       -0.434       -1.709
    -1.5000000       -1.5000000      146.5000000       16.636        0.047       -1.708
    -1.5000000       -0.5000000      146.5000000       16.631        0.529       -1.708
    -1.5000000        0.5000000      146.5000000       16.690        0.670       -1.532
    -1.5000000        1.5000000      146.5000000       16.813        0.471       -1.180
    -1.5000000        2.5000000      146.5000000       16.936        0.273       -0.828
    -1.5000000        3.5000000      146.5000000       17.059        0.074       -0.476
    -1.5000000        4.5000000      146.5000000       17.182       -0.125       -0.124
    -1.5000000       -4.5000000      147.5000000       16.632       -1.197       -1.828
    -1.5000000       -3.5000000      147.5000000       16.628       -0.891       -1.869
    -1.5000000       -2.5000000      147.5000000       16.624       -0.585       -1.910
    -1.5000000       -1.5000000      147.5000000       16.620       -0.279       -1.950
    -1.5000000       -0.5000000      147.5000000       16.616        0.027       -1.991
    -1.5000000        0.5000000      147.5000000       16.695        0.074       -1.790
    -1.5000000        1.5000000      147.5000000       16.857       -0.136       -1.346
    -1.5000000        2.5000000      147.5000000       17.020       -0.347       -0.903
    -1.5000000        3.5000000      147.5000000       17.182       -0.558       -0.459
    -1.5000000        4.5000000      147.5000000       17.345       -0.769       -0.015
    -1.5000000       -4.5000000      148.5000000       16.613       -0.997       -1.948
    -1.5000000       -3.5000000      148.5000000       16.610       -0.866       -2.030
    -1.5000000       -2.5000000      148.5000000       16.607       -0.736       -2.111
    -1.5000000       -1.5000000      148.5000000       16.603       -0.605       -2.193
    -1.5000000       -0.5000000      148.5000000       16.600       -0.475       -2.274
    -1.5000000        0.5000000      148.5000000       16.699       -0.521       -2.047
    -1.5000000        1.5000000      148.5000000       16.901       -0.744       -1.512
    -1.5000000        2.5000000      148.5000000       17.103       -0.967       -0.977
    -1.5000000        3.5000000      148.5000000       17.305       -1.190       -0.442
    -1.5000000        4.5000000      148.5000000       17.507       -1.412        0.093
    -1.5000000       -4.5000000      149.5000000       16.594       -0.796       -2.067
    -1.5000000       -3.5000000      149.5000000       16.592       -0.841       -2.190
    -1.5000000       -2.5000000      149.5000000       16.589       -0.886       -2.312
    -1.5000000       -1.5000000      149.5000000       16.587       -0.932       -2.435
    -1.5000000       -0.5000000      149.5000000       16.584       -0.977       -2.557
    -1.5000000        0.5000000      149.5000000       16.704       -1.117       -2.305
    -1.5000000        1.5000000      149.5000000       16.945       -1.352       -1.678
    -1.5000000        2.5000000      149.5000000       17.187       -1.586       -1.051
    -1.5000000        3.5000000      149.5000000       17.428       -1.821       -0.425
    -1.5000000        4.5000000      149.5000000       17.669       -2.056        0.202
    -1.5000000       -4.5000000      150.5000000       16.598       -0.736       -2.141
    -1.5000000       -3.5000000      150.5000000       16.604       -0.859       -2.278
    -1.5000000       -2.5000000      150.5000000       16.609       -0.982       -2.415
    -1.5000000       -1.5000000      150.5000000       16.615       -1.106       -2.552
    -1.5000000       -0.5000000      150.5000000       16.621       -1.229       -2.689
    -1.5000000        0.5000000      150.5000000       16.747       -1.396       -2.433
    -1.5000000        1.5000000      150.5000000       16.994       -1.607       -1.785
    -1.5000000        2.5000000      150.5000000       17.241       -1.818       -1.136
    -1.5000000        3.5000000      150.5000000       17.488       -2.029       -0.488
    -1.5000000        4.5000000      150.5000000       17.735       -2.240        0.160
    -1.5000000       -4.5000000      151.5000000       16.624       -0.816       -2.167
    -1.5000000       -3.5000000      151.5000000       16.645       -0.920       -2.293
    -1.5000000       -2.5000000      151.5000000       16.667       -1.023       -2.418
    -1.5000000       -1.5000000      151.5000000       16.688       -1.127       -2.543
    -1.5000000       -0.5000000      151.5000000       16.709       -1.231       -2.668
    -1.5000000        0.5000000      151.5000000       16.829       -1.359       -2.431
    -1.5000000        1.5000000      151.5000000       17.048       -1.510       -1.832
    -1.5000000        2.5000000      151.5000000       17.267       -1.662       -1.232
    -1.5000000        3.5000000      151.5000000       17.485       -1.813       -0.633
    -1.5000000        4.5000000      151.5000000       17.704       -1.965       -0.033
    -1.5000000       -4.5000000      152.5000000       16.650       -0.895       -2.194
    -1.5000000       -3.5000000      152.5000000       16.687       -0.980       -2.308
    -1.5000000       -2.5000000      152.5000000       16.724       -1.064       -2.421
    -1.5000000       -1.5000000      152.5000000       16.761       -1.149       -2.534
    -1.5000000       -0.5000000      152.5000000       16.798       -1.233       -2.648
    -1.5000000        0.5000000      152.5000000       16.912       -1.322       -2.429
    -1.5000000        1.5000000      152.5000000       17.102       -1.414       -1.878
    -1.5000000        2.5000000      152.5000000       17.292       -1.506       -1.328
    -1.5000000        3.5000000      152.5000000       17.483       -1.598       -0.777
    -1.5000000        4.5000000      152.5000000       17.673       -1.690       -0.227
    -1.5000000       -4.5000000      153.5000000       16.676       -0.975       -2.221
    -1.5000000       -3.5000000      153.5000000       16.728       -1.040       -2.323
    -1.5000000       -2.5000000      153.5000000       16.781       -1.106       -2.424
    -1.5000000       -1.5000000      153.5000000       16.834       -1.171       -2.526
    -1.5000000       -0.5000000      153.5000000       16.886       -1.236       -2.627
    -1.5000000        0.5000000      153.5000000       16.994       -1.285       -2.427
    -1.5000000        1.5000000      153.5000000       17.156       -1.317       -1.925
    -1.5000000        2.5000000      153.5000000       17.318       -1.350       -1.424
    -1.5000000        3.5000000      153.5000000       17.480       -1.382       -0.922
    -1.5000000        4.5000000      153.5000000       17.642       -1.415       -0.420
    -1.5000000       -4.5000000      154.5000000       16.702       -1.055       -2.248
    -1.5000000       -3.5000000      154.5000000       16.770       -1.101       -2.338
    -1.5000000       -2.5000000      154.5000000       16.838       -1.147       -2.427
    -1.5000000       -1.5000000      154.5000000       16.907       -1.192       -2.517
    -1.5000000       -0.5000000      154.5000000       16.975       -1.238       -2.607
    -1.5000000        0.5000000      154.5000000       17.076       -1.247       -2.425
    -1.5000000        1.5000000      154.5000000       17.210       -1.220       -1.972
    -1.5000000        2.5000000      154.5000000       17.343       -1.193       -1.519
    -1.5000000        3.5000000      154.5000000       17.477       -1.166       -1.066
    -1.5000000        4.5000000      154.5000000       17.611       -1.139       -0.614
    -0.5000000       -4.5000000      145.5000000       16.671       -1.909       -1.589
    -0.5000000       -3.5000000      145.5000000       16.625       -1.120       -1.502
    -0.5000000       -2.5000000      145.5000000       16.578       -0.331       -1.415
    -0.5000000       -1.5000000      145.5000000       16.532        0.458       -1.328
    -0.5000000       -0.5000000      145.5000000       16.485        1.247       -1.241
    -0.5000000        0.5000000      145.5000000       16.519        1.531       -1.125
    -0.5000000        1.5000000      145.5000000       16.633        1.309       -0.979
    -0.5000000        2.5000000      145.5000000       16.747        1.087       -0.833
    -0.5000000        3.5000000      145.5000000       16.861        0.865       -0.687
    -0.5000000        4.5000000      145.5000000       16.975        0.643       -0.541
    -0.5000000       -4.5000000      146.5000000       16.697       -1.736       -1.766
    -0.5000000       -3.5000000      146.5000000       16.633       -1.107       -1.710
    -0.5000000       -2.5000000      146.5000000       16.568       -0.479       -1.653
    -0.5000000       -1.5000000      146.5000000       16.504        0.150       -1.596
    -0.5000000       -0.5000000      146.5000000       16.440        0.779       -1.540
    -0.5000000        0.5000000      146.5000000       16.482        0.963       -1.383
    -0.5000000        1.5000000      146.5000000       16.630        0.702       -1.126
    -0.5000000        2.5000000      146.5000000       16.778        0.442       -0.869
    -0.5000000        3.5000000      146.5000000       16.926        0.182       -0.612
