MAP Output File.
Outputs were generated using MAP 0.87.06a-mdm on <2013-09-24.10:00:38>

Time           TFair[1]       TAnch[1]       TFair[2]       TAnch[2]       
[s]            [kN]           [kN]           [kN]           [kN]           
33.238         203.843        0.000          235.751        0.000          
33.25          203.830        0.000          235.741        0.000          
33.263         203.818        0.000          235.731        0.000          
33.275         203.805        0.000          235.721        0.000          
33.288         203.793        0.000          235.711        0.000          
33.3           203.780        0.000          235.702        0.000          
33.313         203.767        0.000          235.692        0.000          
33.325         203.756        0.000          235.683        0.000          
33.338         203.743        0.000          235.673        0.000          
33.35          203.730        0.000          235.663        0.000          
33.363         203.718        0.000          235.654        0.000          
33.375         203.706        0.000          235.645        0.000          
33.388         203.693        0.000          235.635        0.000          
33.4           203.682        0.000          235.627        0.000          
33.413         203.668        0.000          235.617        0.000          
33.425         203.656        0.000          235.608        0.000          
33.438         203.644        0.000          235.599        0.000          
33.45          203.632        0.000          235.590        0.000          
33.463         203.619        0.000          235.580        0.000          
33.475         203.607        0.000          235.572        0.000          
33.488         203.596        0.000          235.563        0.000          
33.5           203.583        0.000          235.554        0.000          
33.513         203.571        0.000          235.546        0.000          
33.525         203.560        0.000          235.537        0.000          
33.538         203.546        0.000          235.528        0.000          
33.55          203.535        0.000          235.520        0.000          
33.563         203.523        0.000          235.512        0.000          
33.575         203.511        0.000          235.503        0.000          
33.588         203.499        0.000          235.494        0.000          
33.6           203.488        0.000          235.487        0.000          
33.613         203.475        0.000          235.478        0.000          
33.625         203.464        0.000          235.470        0.000          
33.638         203.452        0.000          235.462        0.000          
33.65          203.440        0.000          235.454        0.000          
33.663         203.428        0.000          235.446        0.000          
33.675         203.417        0.000          235.438        0.000          
33.688         203.404        0.000          235.430        0.000          
33.7           203.393        0.000          235.423        0.000          
33.713         203.381        0.000          235.415        0.000          
33.725         203.370        0.000          235.408        0.000          
33.738         203.359        0.000          235.401        0.000          
33.75          203.348        0.000          235.394        0.000          
33.763         203.336        0.000          235.386        0.000          
33.775         203.325        0.000          235.379        0.000          
33.788         203.313        0.000          235.372        0.000          
33.8           203.303        0.000          235.366        0.000          
33.813         203.291        0.000          235.358        0.000          
33.825         203.280        0.000          235.352        0.000          
33.838         203.269        0.000          235.346        0.000          
33.85          203.259        0.000          235.340        0.000          
33.863         203.248        0.000          235.334        0.000          
33.875         203.237        0.000          235.327        0.000          
33.888         203.225        0.000          235.320        0.000          
33.9           203.216        0.000          235.315        0.000          
33.913         203.205        0.000          235.310        0.000          
33.925         203.195        0.000          235.304        0.000          
33.938         203.185        0.000          235.299        0.000          
33.95          203.174        0.000          235.294        0.000          
33.963         203.163        0.000          235.288        0.000          
33.975         203.153        0.000          235.283        0.000          
33.988         203.144        0.000          235.278        0.000          
34             203.134        0.000          235.274        0.000          
34.013         203.124        0.000          235.269        0.000          
34.025         203.115        0.000          235.265        0.000          
34.038         203.104        0.000          235.261        0.000          
34.05          203.096        0.000          235.257        0.000          
34.063         203.086        0.000          235.253        0.000          
34.075         203.076        0.000          235.249        0.000          
34.088         203.068        0.000          235.246        0.000          
34.1           203.058        0.000          235.242        0.000          
34.113         203.049        0.000          235.239        0.000          
34.125         203.040        0.000          235.236        0.000          
34.138         203.031        0.000          235.233        0.000          
34.15          203.022        0.000          235.230        0.000          
34.163         203.014        0.000          235.228        0.000          
34.175         203.005        0.000          235.225        0.000          
34.188         202.997        0.000          235.223        0.000          
34.2           202.989        0.000          235.222        0.000          
34.213         202.980        0.000          235.219        0.000          
34.225         202.972        0.000          235.218        0.000          
34.238         202.965        0.000          235.216        0.000          
34.25          202.956        0.000          235.215        0.000          
34.263         202.949        0.000          235.214        0.000          
34.275         202.941        0.000          235.213        0.000          
34.288         202.932        0.000          235.211        0.000          
34.3           202.926        0.000          235.211        0.000          
34.313         202.918        0.000          235.211        0.000          
34.325         202.911        0.000          235.210        0.000          
34.338         202.903        0.000          235.210        0.000          
34.35          202.897        0.000          235.211        0.000          
34.363         202.890        0.000          235.211        0.000          
34.375         202.882        0.000          235.211        0.000          
34.388         202.876        0.000          235.212        0.000          
34.4           202.869        0.000          235.213        0.000          
34.413         202.863        0.000          235.214        0.000          
34.425         202.857        0.000          235.216        0.000          
34.438         202.851        0.000          235.218        0.000          
34.45          202.844        0.000          235.219        0.000          
34.463         202.839        0.000          235.221        0.000          
34.475         202.832        0.000          235.223        0.000          
34.488         202.827        0.000          235.225        0.000          
34.5           202.821        0.000          235.228        0.000          
34.513         202.816        0.000          235.231        0.000          
34.525         202.810        0.000          235.233        0.000          
34.538         202.806        0.000          235.237        0.000          
34.55          202.800        0.000          235.240        0.000          
34.563         202.795        0.000          235.243        0.000          
34.575         202.789        0.000          235.247        0.000          
34.588         202.786        0.000          235.251        0.000          
34.6           202.779        0.000          235.254        0.000          
34.613         202.775        0.000          235.258        0.000          
34.625         202.770        0.000          235.263        0.000          
34.638         202.766        0.000          235.267        0.000          
34.65          202.761        0.000          235.272        0.000          
34.663         202.757        0.000          235.277        0.000          
34.675         202.752        0.000          235.281        0.000          
34.688         202.749        0.000          235.287        0.000          
34.7           202.744        0.000          235.292        0.000          
34.713         202.740        0.000          235.297        0.000          
34.725         202.737        0.000          235.303        0.000          
34.738         202.733        0.000          235.309        0.000          
34.75          202.728        0.000          235.314        0.000          
34.763         202.726        0.000          235.321        0.000          
34.775         202.722        0.000          235.327        0.000          
34.788         202.719        0.000          235.334        0.000          
34.8           202.716        0.000          235.340        0.000          
34.813         202.712        0.000          235.347        0.000          
34.825         202.709        0.000          235.353        0.000          
34.838         202.705        0.000          235.360        0.000          
34.85          202.702        0.000          235.367        0.000          
34.863         202.699        0.000          235.375        0.000          
34.875         202.696        0.000          235.382        0.000          
34.888         202.694        0.000          235.390        0.000          
34.9           202.691        0.000          235.397        0.000          
34.913         202.688        0.000          235.404        0.000          
34.925         202.685        0.000          235.413        0.000          
34.938         202.683        0.000          235.421        0.000          
34.95          202.680        0.000          235.428        0.000          
34.963         202.678        0.000          235.437        0.000          
34.975         202.675        0.000          235.445        0.000          
34.988         202.673        0.000          235.453        0.000          
35             202.670        0.000          235.462        0.000          
35.013         202.669        0.000          235.470        0.000          
35.025         202.666        0.000          235.479        0.000          
35.038         202.664        0.000          235.488        0.000          
35.05          202.661        0.000          235.496        0.000          
35.063         202.660        0.000          235.506        0.000          
35.075         202.658        0.000          235.515        0.000          
35.088         202.656        0.000          235.524        0.000          
35.1           202.654        0.000          235.533        0.000          
35.113         202.652        0.000          235.543        0.000          
35.125         202.650        0.000          235.552        0.000          
35.138         202.647        0.000          235.561        0.000          
35.15          202.647        0.000          235.572        0.000          
35.163         202.645        0.000          235.581        0.000          
35.175         202.643        0.000          235.591        0.000          
35.188         202.641        0.000          235.601        0.000          
35.2           202.640        0.000          235.611        0.000          
35.213         202.638        0.000          235.621        0.000          
35.225         202.637        0.000          235.631        0.000          
35.238         202.634        0.000          235.641        0.000          
35.25          202.633        0.000          235.651        0.000          
35.263         202.631        0.000          235.661        0.000          
35.275         202.631        0.000          235.672        0.000          
35.288         202.629        0.000          235.682        0.000          
35.3           202.627        0.000          235.693        0.000          
35.313         202.627        0.000          235.704        0.000          
35.325         202.625        0.000          235.714        0.000          
35.338         202.624        0.000          235.725        0.000          
35.35          202.623        0.000          235.736        0.000          
35.363         202.622        0.000          235.747        0.000          
35.375         202.621        0.000          235.758        0.000          
35.388         202.620        0.000          235.769        0.000          
35.4           202.618        0.000          235.780        0.000          
35.413         202.617        0.000          235.791        0.000          
35.425         202.616        0.000          235.802        0.000          
35.438         202.616        0.000          235.814        0.000          
35.45          202.614        0.000          235.824        0.000          
35.463         202.613        0.000          235.836        0.000          
35.475         202.613        0.000          235.848        0.000          
35.488         202.612        0.000          235.859        0.000          
35.5           202.610        0.000          235.870        0.000          
35.513         202.611        0.000          235.883        0.000          
35.525         202.609        0.000          235.894        0.000          
35.538         202.609        0.000          235.906        0.000          
35.55          202.609        0.000          235.918        0.000          
35.563         202.607        0.000          235.930        0.000          
35.575         202.607        0.000          235.942        0.000          
35.588         202.606        0.000          235.954        0.000          
35.6           202.605        0.000          235.966        0.000          
35.613         202.605        0.000          235.979        0.000          
35.625         202.604        0.000          235.991        0.000          
35.638         202.604        0.000          236.003        0.000          
35.65          202.604        0.000          236.016        0.000          
35.663         202.604        0.000          236.028        0.000          
35.675         202.603        0.000          236.041        0.000          
35.688         202.603        0.000          236.053        0.000          
35.7           202.602        0.000          236.066        0.000          
35.713         202.602        0.000          236.078        0.000          
35.725         202.602        0.000          236.091        0.000          
35.738         202.602        0.000          236.104        0.000          
35.75          202.601        0.000          236.116        0.000          
35.763         202.601        0.000          236.129        0.000          
35.775         202.601        0.000          236.142        0.000          
35.788         202.602        0.000          236.155        0.000          
35.8           202.601        0.000          236.168        0.000          
35.813         202.600        0.000          236.181        0.000          
35.825         202.601        0.000          236.194        0.000          
35.838         202.601        0.000          236.207        0.000          
35.85          202.600        0.000          236.220        0.000          
35.863         202.601        0.000          236.234        0.000          
35.875         202.601        0.000          236.247        0.000          
35.888         202.600        0.000          236.259        0.000          
35.9           202.601        0.000          236.273        0.000          
35.913         202.601        0.000          236.286        0.000          
35.925         202.601        0.000          236.299        0.000          
35.938         202.600        0.000          236.312        0.000          
35.95          202.601        0.000          236.326        0.000          
35.963         202.602        0.000          236.340        0.000          
35.975         202.602        0.000          236.354        0.000          
35.988         202.602        0.000          236.367        0.000          
36             202.601        0.000          236.379        0.000          
36.013         202.602        0.000          236.393        0.000          
36.025         202.602        0.000          236.407        0.000          
36.038         202.603        0.000          236.421        0.000          
36.05          202.603        0.000          236.435        0.000          
36.063         202.602        0.000          236.448        0.000          
36.075         202.603        0.000          236.462        0.000          
36.088         202.604        0.000          236.475        0.000          
36.1           202.603        0.000          236.489        0.000          
36.113         202.604        0.000          236.503        0.000          
36.125         202.604        0.000          236.517        0.000          
36.138         202.604        0.000          236.530        0.000          
36.15          202.604        0.000          236.544        0.000          
36.163         202.604        0.000          236.557        0.000          
36.175         202.604        0.000          236.571        0.000          
36.188         202.605        0.000          236.585        0.000          
36.2           202.606        0.000          236.599        0.000          
36.213         202.605        0.000          236.612        0.000          
36.225         202.606        0.000          236.626        0.000          
36.238         202.605        0.000          236.640        0.000          
36.25          202.605        0.000          236.653        0.000          
36.263         202.605        0.000          236.667        0.000          
36.275         202.606        0.000          236.681        0.000          
36.288         202.605        0.000          236.694        0.000          
36.3           202.606        0.000          236.708        0.000          
36.313         202.606        0.000          236.722        0.000          
36.325         202.606        0.000          236.735        0.000          
36.338         202.606        0.000          236.749        0.000          
36.35          202.606        0.000          236.762        0.000          
36.363         202.605        0.000          236.775        0.000          
36.375         202.605        0.000          236.788        0.000          
36.388         202.605        0.000          236.802        0.000          
36.4           202.605        0.000          236.815        0.000          
36.413         202.605        0.000          236.828        0.000          
36.425         202.605        0.000          236.842        0.000          
36.438         202.604        0.000          236.855        0.000          
36.45          202.604        0.000          236.868        0.000          
36.463         202.603        0.000          236.880        0.000          
36.475         202.603        0.000          236.893        0.000          
36.488         202.602        0.000          236.906        0.000          
36.5           202.601        0.000          236.919        0.000          
36.513         202.601        0.000          236.932        0.000          
36.525         202.600        0.000          236.944        0.000          
36.538         202.600        0.000          236.957        0.000          
36.55          202.599        0.000          236.970        0.000          
36.563         202.598        0.000          236.982        0.000          
36.575         202.596        0.000          236.993        0.000          
36.588         202.595        0.000          237.006        0.000          
36.6           202.595        0.000          237.018        0.000          
36.613         202.593        0.000          237.030        0.000          
36.625         202.592        0.000          237.042        0.000          
36.638         202.592        0.000          237.055        0.000          
36.65          202.590        0.000          237.066        0.000          
36.663         202.588        0.000          237.078        0.000          
36.675         202.587        0.000          237.090        0.000          
36.688         202.585        0.000          237.101        0.000          
36.7           202.584        0.000          237.113        0.000          
36.713         202.583        0.000          237.124        0.000          
36.725         202.581        0.000          237.136        0.000          
36.738         202.579        0.000          237.147        0.000          
36.75          202.577        0.000          237.158        0.000          
36.763         202.576        0.000          237.169        0.000          
36.775         202.574        0.000          237.180        0.000          
36.788         202.571        0.000          237.190        0.000          
36.8           202.569        0.000          237.201        0.000          
36.813         202.567        0.000          237.212        0.000          
36.825         202.565        0.000          237.223        0.000          
36.838         202.563        0.000          237.233        0.000          
36.85          202.560        0.000          237.243        0.000          
36.863         202.558        0.000          237.253        0.000          
36.875         202.556        0.000          237.264        0.000          
36.888         202.553        0.000          237.274        0.000          
36.9           202.550        0.000          237.284        0.000          
36.913         202.548        0.000          237.294        0.000          
36.925         202.545        0.000          237.304        0.000          
36.938         202.542        0.000          237.313        0.000          
36.95          202.539        0.000          237.323        0.000          
36.963         202.536        0.000          237.332        0.000          
36.975         202.533        0.000          237.342        0.000          
36.988         202.530        0.000          237.351        0.000          
37             202.527        0.000          237.360        0.000          
37.013         202.524        0.000          237.369        0.000          
37.025         202.520        0.000          237.378        0.000          
37.038         202.516        0.000          237.386        0.000          
37.05          202.513        0.000          237.395        0.000          
37.063         202.509        0.000          237.403        0.000          
37.075         202.506        0.000          237.412        0.000          
37.088         202.501        0.000          237.420        0.000          
37.1           202.498        0.000          237.429        0.000          
37.113         202.494        0.000          237.437        0.000          
37.125         202.490        0.000          237.444        0.000          
37.138         202.486        0.000          237.453        0.000          
37.15          202.481        0.000          237.460        0.000          
37.163         202.477        0.000          237.468        0.000          
37.175         202.473        0.000          237.475        0.000          
37.188         202.468        0.000          237.482        0.000          
37.2           202.463        0.000          237.489        0.000          
37.213         202.459        0.000          237.497        0.000          
37.225         202.454        0.000          237.503        0.000          
37.238         202.450        0.000          237.511        0.000          
37.25          202.445        0.000          237.517        0.000          
37.263         202.440        0.000          237.524        0.000          
37.275         202.435        0.000          237.531        0.000          
37.288         202.430        0.000          237.537        0.000          
37.3           202.424        0.000          237.543        0.000          
37.313         202.419        0.000          237.549        0.000          
37.325         202.414        0.000          237.555        0.000          
37.338         202.409        0.000          237.561        0.000          
37.35          202.403        0.000          237.567        0.000          
37.363         202.397        0.000          237.572        0.000          
37.375         202.392        0.000          237.578        0.000          
37.388         202.386        0.000          237.583        0.000          
37.4           202.380        0.000          237.588        0.000          
37.413         202.375        0.000          237.594        0.000          
37.425         202.368        0.000          237.598        0.000          
37.438         202.362        0.000          237.603        0.000          
37.45          202.355        0.000          237.607        0.000          
37.463         202.350        0.000          237.612        0.000          
37.475         202.343        0.000          237.616        0.000          
37.488         202.336        0.000          237.621        0.000          
37.5           202.330        0.000          237.625        0.000          
37.513         202.323        0.000          237.629        0.000          
37.525         202.316        0.000          237.632        0.000          
37.538         202.309        0.000          237.636        0.000          
37.55          202.302        0.000          237.639        0.000          
37.563         202.295        0.000          237.643        0.000          
37.575         202.288        0.000          237.646        0.000          
37.588         202.280        0.000          237.649        0.000          
37.6           202.274        0.000          237.652        0.000          
37.613         202.266        0.000          237.655        0.000          
37.625         202.259        0.000          237.658        0.000          
37.638         202.250        0.000          237.660        0.000          
37.65          202.242        0.000          237.662        0.000          
37.663         202.235        0.000          237.665        0.000          
37.675         202.227        0.000          237.667        0.000          
37.688         202.219        0.000          237.669        0.000          
37.7           202.211        0.000          237.670        0.000          
37.713         202.202        0.000          237.672        0.000          
37.725         202.194        0.000          237.673        0.000          
37.738         202.185        0.000          237.674        0.000          
37.75          202.177        0.000          237.676        0.000          
37.763         202.168        0.000          237.677        0.000          
37.775         202.159        0.000          237.677        0.000          
37.788         202.151        0.000          237.679        0.000          
37.8           202.142        0.000          237.679        0.000          
37.813         202.133        0.000          237.679        0.000          
37.825         202.123        0.000          237.679        0.000          
37.838         202.114        0.000          237.679        0.000          
37.85          202.104        0.000          237.679        0.000          
37.863         202.094        0.000          237.678        0.000          
37.875         202.085        0.000          237.678        0.000          
37.888         202.075        0.000          237.677        0.000          
37.9           202.066        0.000          237.677        0.000          
37.913         202.055        0.000          237.675        0.000          
37.925         202.046        0.000          237.674        0.000          
37.938         202.035        0.000          237.673        0.000          
37.95          202.025        0.000          237.671        0.000          
37.963         202.015        0.000          237.670        0.000          
37.975         202.004        0.000          237.668        0.000          
37.988         201.993        0.000          237.666        0.000          
38             201.982        0.000          237.663        0.000          
38.013         201.971        0.000          237.661        0.000          
38.025         201.960        0.000          237.658        0.000          
38.038         201.949        0.000          237.655        0.000          
38.05          201.938        0.000          237.653        0.000          
38.063         201.926        0.000          237.650        0.000          
38.075         201.915        0.000          237.646        0.000          
38.088         201.903        0.000          237.642        0.000          
38.1           201.891        0.000          237.639        0.000          
38.113         201.879        0.000          237.635        0.000          
38.125         201.868        0.000          237.631        0.000          
38.138         201.856        0.000          237.627        0.000          
38.15          201.842        0.000          237.622        0.000          
38.163         201.831        0.000          237.619        0.000          
38.175         201.819        0.000          237.614        0.000          
38.188         201.805        0.000          237.608        0.000          
38.2           201.792        0.000          237.603        0.000          
38.213         201.781        0.000          237.599        0.000          
38.225         201.768        0.000          237.594        0.000          
38.238         201.754        0.000          237.588        0.000          
38.25          201.741        0.000          237.583        0.000          
38.263         201.728        0.000          237.577        0.000          
38.275         201.713        0.000          237.570        0.000          
38.288         201.701        0.000          237.565        0.000          
38.3           201.687        0.000          237.558        0.000          
38.313         201.673        0.000          237.552        0.000          
38.325         201.660        0.000          237.546        0.000          
38.338         201.646        0.000          237.539        0.000          
38.35          201.632        0.000          237.532        0.000          
38.363         201.619        0.000          237.526        0.000          
38.375         201.603        0.000          237.518        0.000          
38.388         201.589        0.000          237.511        0.000          
38.4           201.575        0.000          237.503        0.000          
38.413         201.561        0.000          237.496        0.000          
38.425         201.546        0.000          237.488        0.000          
38.438         201.532        0.000          237.481        0.000          
38.45          201.516        0.000          237.473        0.000          
38.463         201.501        0.000          237.464        0.000          
38.475         201.487        0.000          237.457        0.000          
38.488         201.471        0.000          237.448        0.000          
38.5           201.457        0.000          237.440        0.000          
38.513         201.442        0.000          237.432        0.000          
38.525         201.426        0.000          237.423        0.000          
38.538         201.411        0.000          237.414        0.000          
38.55          201.395        0.000          237.405        0.000          
38.563         201.380        0.000          237.396        0.000          
38.575         201.364        0.000          237.387        0.000          
38.588         201.348        0.000          237.377        0.000          
38.6           201.333        0.000          237.368        0.000          
38.613         201.317        0.000          237.359        0.000          
38.625         201.300        0.000          237.348        0.000          
38.638         201.284        0.000          237.339        0.000          
38.65          201.268        0.000          237.329        0.000          
38.663         201.253        0.000          237.319        0.000          
38.675         201.236        0.000          237.309        0.000          
38.688         201.219        0.000          237.299        0.000          
38.7           201.203        0.000          237.288        0.000          
38.713         201.186        0.000          237.278        0.000          
38.725         201.170        0.000          237.267        0.000          
38.738         201.154        0.000          237.257        0.000          
38.75          201.137        0.000          237.246        0.000          
38.763         201.120        0.000          237.235        0.000          
38.775         201.103        0.000          237.224        0.000          
38.788         201.086        0.000          237.213        0.000          
38.8           201.069        0.000          237.202        0.000          
38.813         201.052        0.000          237.191        0.000          
38.825         201.035        0.000          237.180        0.000          
38.838         201.018        0.000          237.168        0.000          
38.85          201.001        0.000          237.157        0.000          
38.863         200.983        0.000          237.145        0.000          
38.875         200.967        0.000          237.134        0.000          
38.888         200.949        0.000          237.122        0.000          
38.9           200.932        0.000          237.110        0.000          
38.913         200.914        0.000          237.098        0.000          
38.925         200.897        0.000          237.086        0.000          
38.938         200.879        0.000          237.074        0.000          
38.95          200.862        0.000          237.062        0.000          
38.963         200.844        0.000          237.050        0.000          
38.975         200.826        0.000          237.037        0.000          
38.988         200.809        0.000          237.025        0.000          
39             200.791        0.000          237.013        0.000          
39.013         200.774        0.000          237.001        0.000          
39.025         200.756        0.000          236.988        0.000          
39.038         200.739        0.000          236.976        0.000          
39.05          200.720        0.000          236.963        0.000          
39.063         200.702        0.000          236.950        0.000          
39.075         200.684        0.000          236.937        0.000          
39.088         200.666        0.000          236.924        0.000          
39.1           200.648        0.000          236.911        0.000          
39.113         200.630        0.000          236.898        0.000          
39.125         200.612        0.000          236.885        0.000          
39.138         200.593        0.000          236.871        0.000          
39.15          200.576        0.000          236.858        0.000          
39.163         200.558        0.000          236.845        0.000          
39.175         200.539        0.000          236.831        0.000          
39.188         200.521        0.000          236.818        0.000          
39.2           200.502        0.000          236.804        0.000          
39.213         200.484        0.000          236.791        0.000          
39.225         200.465        0.000          236.777        0.000          
39.238         200.447        0.000          236.763        0.000          
39.25          200.429        0.000          236.750        0.000          
39.263         200.410        0.000          236.736        0.000          
39.275         200.392        0.000          236.722        0.000          
39.288         200.374        0.000          236.709        0.000          
39.3           200.355        0.000          236.694        0.000          
39.313         200.336        0.000          236.680        0.000          
39.325         200.318        0.000          236.666        0.000          
39.338         200.299        0.000          236.652        0.000          
39.35          200.280        0.000          236.638        0.000          
39.363         200.262        0.000          236.624        0.000          
39.375         200.242        0.000          236.608        0.000          
39.388         200.223        0.000          236.594        0.000          
39.4           200.205        0.000          236.580        0.000          
39.413         200.187        0.000          236.566        0.000          
39.425         200.167        0.000          236.551        0.000          
39.438         200.148        0.000          236.536        0.000          
39.45          200.130        0.000          236.522        0.000          
39.463         200.111        0.000          236.507        0.000          
39.475         200.091        0.000          236.491        0.000          
39.488         200.072        0.000          236.477        0.000          
39.5           200.053        0.000          236.462        0.000          
39.513         200.034        0.000          236.447        0.000          
39.525         200.015        0.000          236.432        0.000          
39.538         199.996        0.000          236.417        0.000          
39.55          199.976        0.000          236.401        0.000          
39.563         199.957        0.000          236.386        0.000          
39.575         199.938        0.000          236.371        0.000          
39.588         199.918        0.000          236.355        0.000          
39.6           199.900        0.000          236.340        0.000          
39.613         199.880        0.000          236.325        0.000          
39.625         199.860        0.000          236.309        0.000          
39.638         199.841        0.000          236.294        0.000          
39.65          199.822        0.000          236.278        0.000          
39.663         199.803        0.000          236.263        0.000          
39.675         199.783        0.000          236.247        0.000          
39.688         199.764        0.000          236.231        0.000          
39.7           199.744        0.000          236.215        0.000          
39.713         199.724        0.000          236.200        0.000          
39.725         199.704        0.000          236.183        0.000          
39.738         199.685        0.000          236.168        0.000          
39.75          199.665        0.000          236.151        0.000          
39.763         199.645        0.000          236.136        0.000          
39.775         199.625        0.000          236.119        0.000          
39.788         199.606        0.000          236.103        0.000          
39.8           199.585        0.000          236.087        0.000          
39.813         199.566        0.000          236.071        0.000          
39.825         199.546        0.000          236.054        0.000          
39.838         199.525        0.000          236.038        0.000          
39.85          199.506        0.000          236.022        0.000          
39.863         199.486        0.000          236.005        0.000          
39.875         199.466        0.000          235.989        0.000          
39.888         199.446        0.000          235.973        0.000          
39.9           199.426        0.000          235.956        0.000          
39.913         199.406        0.000          235.940        0.000          
39.925         199.386        0.000          235.923        0.000          
39.938         199.366        0.000          235.907        0.000          
39.95          199.346        0.000          235.891        0.000          
39.963         199.326        0.000          235.874        0.000          
39.975         199.306        0.000          235.858        0.000          
39.988         199.286        0.000          235.841        0.000          
40             199.266        0.000          235.825        0.000          
40.013         199.246        0.000          235.808        0.000          
40.025         199.226        0.000          235.791        0.000          
40.038         199.206        0.000          235.775        0.000          
40.05          199.186        0.000          235.758        0.000          
40.063         199.166        0.000          235.742        0.000          
40.075         199.146        0.000          235.726        0.000          
40.088         199.126        0.000          235.709        0.000          
40.1           199.106        0.000          235.692        0.000          
40.113         199.086        0.000          235.676        0.000          
40.125         199.066        0.000          235.660        0.000          
40.138         199.046        0.000          235.643        0.000          
40.15          199.027        0.000          235.627        0.000          
40.163         199.007        0.000          235.610        0.000          
40.175         198.987        0.000          235.594        0.000          
40.188         198.968        0.000          235.578        0.000          
40.2           198.948        0.000          235.562        0.000          
40.213         198.928        0.000          235.545        0.000          
40.225         198.908        0.000          235.529        0.000          
40.238         198.889        0.000          235.513        0.000          
40.25          198.869        0.000          235.496        0.000          
40.263         198.849        0.000          235.480        0.000          
40.275         198.829        0.000          235.464        0.000          
40.288         198.810        0.000          235.447        0.000          
40.3           198.791        0.000          235.432        0.000          
40.313         198.771        0.000          235.415        0.000          
40.325         198.751        0.000          235.399        0.000          
40.338         198.732        0.000          235.383        0.000          
40.35          198.713        0.000          235.367        0.000          
40.363         198.694        0.000          235.351        0.000          
40.375         198.675        0.000          235.335        0.000          
40.388         198.656        0.000          235.320        0.000          
40.4           198.635        0.000          235.303        0.000          
40.413         198.616        0.000          235.287        0.000          
40.425         198.598        0.000          235.272        0.000          
40.438         198.579        0.000          235.257        0.000          
40.45          198.559        0.000          235.240        0.000          
40.463         198.541        0.000          235.225        0.000          
40.475         198.522        0.000          235.210        0.000          
40.488         198.503        0.000          235.194        0.000          
40.5           198.484        0.000          235.178        0.000          
40.513         198.466        0.000          235.163        0.000          
40.525         198.448        0.000          235.148        0.000          
40.538         198.429        0.000          235.133        0.000          
