MAP Output File.
Outputs were generated using MAP 0.87.06a-mdm on <2013-09-24.10:00:38>

Time           TFair[1]       TAnch[1]       TFair[2]       TAnch[2]       
[s]            [kN]           [kN]           [kN]           [kN]           
0.0125         274.517        0.000          274.621        0.000          
0.025          274.517        0.000          274.620        0.000          
0.0375         274.516        0.000          274.620        0.000          
0.05           274.515        0.000          274.619        0.000          
0.0625         274.517        0.000          274.619        0.000          
0.075          274.515        0.000          274.617        0.000          
0.0875         274.513        0.000          274.616        0.000          
0.1            274.514        0.000          274.615        0.000          
0.1125         274.514        0.000          274.614        0.000          
0.125          274.511        0.000          274.612        0.000          
0.1375         274.511        0.000          274.610        0.000          
0.15           274.510        0.000          274.608        0.000          
0.1625         274.509        0.000          274.606        0.000          
0.175          274.508        0.000          274.603        0.000          
0.1875         274.503        0.000          274.599        0.000          
0.2            274.503        0.000          274.597        0.000          
0.2125         274.501        0.000          274.593        0.000          
0.225          274.498        0.000          274.590        0.000          
0.2375         274.495        0.000          274.585        0.000          
0.25           274.491        0.000          274.581        0.000          
0.2625         274.489        0.000          274.577        0.000          
0.275          274.485        0.000          274.571        0.000          
0.2875         274.483        0.000          274.566        0.000          
0.3            274.477        0.000          274.560        0.000          
0.3125         274.474        0.000          274.555        0.000          
0.325          274.470        0.000          274.549        0.000          
0.3375         274.464        0.000          274.542        0.000          
0.35           274.460        0.000          274.535        0.000          
0.3625         274.455        0.000          274.528        0.000          
0.375          274.450        0.000          274.521        0.000          
0.3875         274.444        0.000          274.513        0.000          
0.4            274.439        0.000          274.505        0.000          
0.4125         274.432        0.000          274.496        0.000          
0.425          274.428        0.000          274.488        0.000          
0.4375         274.421        0.000          274.479        0.000          
0.45           274.414        0.000          274.470        0.000          
0.4625         274.408        0.000          274.460        0.000          
0.475          274.400        0.000          274.450        0.000          
0.4875         274.394        0.000          274.440        0.000          
0.5            274.385        0.000          274.429        0.000          
0.5125         274.378        0.000          274.418        0.000          
0.525          274.371        0.000          274.407        0.000          
0.5375         274.360        0.000          274.395        0.000          
0.55           274.352        0.000          274.383        0.000          
0.5625         274.343        0.000          274.370        0.000          
0.575          274.334        0.000          274.357        0.000          
0.5875         274.324        0.000          274.344        0.000          
0.6            274.314        0.000          274.330        0.000          
0.6125         274.304        0.000          274.315        0.000          
0.625          274.293        0.000          274.300        0.000          
0.6375         274.281        0.000          274.285        0.000          
0.65           274.269        0.000          274.269        0.000          
0.6625         274.259        0.000          274.254        0.000          
0.675          274.246        0.000          274.237        0.000          
0.6875         274.233        0.000          274.220        0.000          
0.7            274.219        0.000          274.202        0.000          
0.7125         274.207        0.000          274.184        0.000          
0.725          274.192        0.000          274.165        0.000          
0.7375         274.179        0.000          274.146        0.000          
0.75           274.163        0.000          274.126        0.000          
0.7625         274.146        0.000          274.105        0.000          
0.775          274.131        0.000          274.085        0.000          
0.7875         274.116        0.000          274.064        0.000          
0.8            274.097        0.000          274.041        0.000          
0.8125         274.080        0.000          274.019        0.000          
0.825          274.061        0.000          273.995        0.000          
0.8375         274.043        0.000          273.971        0.000          
0.85           274.024        0.000          273.946        0.000          
0.8625         274.003        0.000          273.920        0.000          
0.875          273.983        0.000          273.894        0.000          
0.8875         273.962        0.000          273.868        0.000          
0.9            273.941        0.000          273.841        0.000          
0.9125         273.917        0.000          273.812        0.000          
0.925          273.894        0.000          273.783        0.000          
0.9375         273.872        0.000          273.754        0.000          
0.95           273.848        0.000          273.724        0.000          
0.9625         273.823        0.000          273.694        0.000          
0.975          273.798        0.000          273.662        0.000          
0.9875         273.771        0.000          273.630        0.000          
1              273.745        0.000          273.597        0.000          
1.0125         273.718        0.000          273.564        0.000          
1.025          273.691        0.000          273.530        0.000          
1.0375         273.663        0.000          273.496        0.000          
1.05           273.635        0.000          273.461        0.000          
1.0625         273.606        0.000          273.425        0.000          
1.075          273.576        0.000          273.389        0.000          
1.0875         273.546        0.000          273.352        0.000          
1.1            273.515        0.000          273.314        0.000          
1.1125         273.484        0.000          273.276        0.000          
1.125          273.453        0.000          273.238        0.000          
1.1375         273.420        0.000          273.199        0.000          
1.15           273.388        0.000          273.159        0.000          
1.1625         273.354        0.000          273.119        0.000          
1.175          273.321        0.000          273.078        0.000          
1.1875         273.287        0.000          273.037        0.000          
1.2            273.252        0.000          272.995        0.000          
1.2125         273.217        0.000          272.953        0.000          
1.225          273.181        0.000          272.910        0.000          
1.2375         273.145        0.000          272.867        0.000          
1.25           273.111        0.000          272.824        0.000          
1.2625         273.074        0.000          272.780        0.000          
1.275          273.037        0.000          272.736        0.000          
1.2875         273.000        0.000          272.691        0.000          
1.3            272.962        0.000          272.645        0.000          
1.3125         272.923        0.000          272.599        0.000          
1.325          272.885        0.000          272.553        0.000          
1.3375         272.846        0.000          272.507        0.000          
1.35           272.809        0.000          272.461        0.000          
1.3625         272.769        0.000          272.414        0.000          
1.375          272.729        0.000          272.367        0.000          
1.3875         272.689        0.000          272.319        0.000          
1.4            272.648        0.000          272.271        0.000          
1.4125         272.610        0.000          272.223        0.000          
1.425          272.569        0.000          272.175        0.000          
1.4375         272.528        0.000          272.126        0.000          
1.45           272.486        0.000          272.077        0.000          
1.4625         272.447        0.000          272.028        0.000          
1.475          272.405        0.000          271.979        0.000          
1.4875         272.363        0.000          271.929        0.000          
1.5            272.321        0.000          271.879        0.000          
1.5125         272.281        0.000          271.830        0.000          
1.525          272.238        0.000          271.780        0.000          
1.5375         272.195        0.000          271.729        0.000          
1.55           272.155        0.000          271.680        0.000          
1.5625         272.112        0.000          271.629        0.000          
1.575          272.070        0.000          271.578        0.000          
1.5875         272.029        0.000          271.528        0.000          
1.6            271.986        0.000          271.478        0.000          
1.6125         271.943        0.000          271.427        0.000          
1.625          271.902        0.000          271.377        0.000          
1.6375         271.859        0.000          271.326        0.000          
1.65           271.819        0.000          271.276        0.000          
1.6625         271.776        0.000          271.226        0.000          
1.675          271.733        0.000          271.176        0.000          
1.6875         271.693        0.000          271.126        0.000          
1.7            271.650        0.000          271.076        0.000          
1.7125         271.610        0.000          271.027        0.000          
1.725          271.568        0.000          270.977        0.000          
1.7375         271.528        0.000          270.928        0.000          
1.75           271.486        0.000          270.878        0.000          
1.7625         271.446        0.000          270.829        0.000          
1.775          271.405        0.000          270.780        0.000          
1.7875         271.365        0.000          270.732        0.000          
1.8            271.324        0.000          270.683        0.000          
1.8125         271.286        0.000          270.635        0.000          
1.825          271.245        0.000          270.587        0.000          
1.8375         271.206        0.000          270.539        0.000          
1.85           271.165        0.000          270.491        0.000          
1.8625         271.128        0.000          270.445        0.000          
1.875          271.088        0.000          270.397        0.000          
1.8875         271.050        0.000          270.351        0.000          
1.9            271.012        0.000          270.304        0.000          
1.9125         270.973        0.000          270.258        0.000          
1.925          270.936        0.000          270.212        0.000          
1.9375         270.897        0.000          270.166        0.000          
1.95           270.860        0.000          270.121        0.000          
1.9625         270.822        0.000          270.075        0.000          
1.975          270.786        0.000          270.031        0.000          
1.9875         270.748        0.000          269.985        0.000          
2              270.713        0.000          269.941        0.000          
2.0125         270.675        0.000          269.896        0.000          
2.025          270.640        0.000          269.853        0.000          
2.0375         270.603        0.000          269.809        0.000          
2.05           270.569        0.000          269.766        0.000          
2.0625         270.533        0.000          269.723        0.000          
2.075          270.499        0.000          269.681        0.000          
2.0875         270.463        0.000          269.638        0.000          
2.1            270.430        0.000          269.597        0.000          
2.1125         270.395        0.000          269.554        0.000          
2.125          270.360        0.000          269.513        0.000          
2.1375         270.328        0.000          269.472        0.000          
2.15           270.293        0.000          269.431        0.000          
2.1625         270.262        0.000          269.391        0.000          
2.175          270.228        0.000          269.350        0.000          
2.1875         270.195        0.000          269.310        0.000          
2.2            270.164        0.000          269.271        0.000          
2.2125         270.131        0.000          269.231        0.000          
2.225          270.099        0.000          269.192        0.000          
2.2375         270.066        0.000          269.152        0.000          
2.25           270.034        0.000          269.114        0.000          
2.2625         270.006        0.000          269.077        0.000          
2.275          269.974        0.000          269.038        0.000          
2.2875         269.943        0.000          269.001        0.000          
2.3            269.913        0.000          268.963        0.000          
2.3125         269.882        0.000          268.926        0.000          
2.325          269.853        0.000          268.889        0.000          
2.3375         269.822        0.000          268.852        0.000          
2.35           269.791        0.000          268.815        0.000          
2.3625         269.761        0.000          268.779        0.000          
2.375          269.733        0.000          268.743        0.000          
2.3875         269.704        0.000          268.707        0.000          
2.4            269.673        0.000          268.671        0.000          
2.4125         269.645        0.000          268.636        0.000          
2.425          269.617        0.000          268.601        0.000          
2.4375         269.587        0.000          268.566        0.000          
2.45           269.560        0.000          268.531        0.000          
2.4625         269.530        0.000          268.496        0.000          
2.475          269.503        0.000          268.462        0.000          
2.4875         269.474        0.000          268.428        0.000          
2.5            269.445        0.000          268.392        0.000          
2.5125         269.417        0.000          268.358        0.000          
2.525          269.390        0.000          268.325        0.000          
2.5375         269.361        0.000          268.290        0.000          
2.55           269.333        0.000          268.256        0.000          
2.5625         269.305        0.000          268.222        0.000          
2.575          269.275        0.000          268.188        0.000          
2.5875         269.247        0.000          268.154        0.000          
2.6            269.219        0.000          268.120        0.000          
2.6125         269.192        0.000          268.087        0.000          
2.625          269.162        0.000          268.052        0.000          
2.6375         269.135        0.000          268.019        0.000          
2.65           269.106        0.000          267.984        0.000          
2.6625         269.079        0.000          267.951        0.000          
2.675          269.050        0.000          267.917        0.000          
2.6875         269.020        0.000          267.883        0.000          
2.7            268.992        0.000          267.849        0.000          
2.7125         268.963        0.000          267.816        0.000          
2.725          268.937        0.000          267.783        0.000          
2.7375         268.906        0.000          267.749        0.000          
2.75           268.878        0.000          267.716        0.000          
2.7625         268.850        0.000          267.682        0.000          
2.775          268.823        0.000          267.649        0.000          
2.7875         268.795        0.000          267.617        0.000          
2.8            268.765        0.000          267.583        0.000          
2.8125         268.738        0.000          267.550        0.000          
2.825          268.709        0.000          267.517        0.000          
2.8375         268.680        0.000          267.483        0.000          
2.85           268.653        0.000          267.452        0.000          
2.8625         268.625        0.000          267.418        0.000          
2.875          268.596        0.000          267.386        0.000          
2.8875         268.567        0.000          267.353        0.000          
2.9            268.540        0.000          267.320        0.000          
2.9125         268.511        0.000          267.288        0.000          
2.925          268.482        0.000          267.255        0.000          
2.9375         268.454        0.000          267.223        0.000          
2.95           268.427        0.000          267.191        0.000          
2.9625         268.398        0.000          267.158        0.000          
2.975          268.371        0.000          267.127        0.000          
2.9875         268.342        0.000          267.095        0.000          
3              268.316        0.000          267.064        0.000          
3.0125         268.288        0.000          267.032        0.000          
3.025          268.260        0.000          267.001        0.000          
3.0375         268.233        0.000          266.970        0.000          
3.05           268.205        0.000          266.939        0.000          
3.0625         268.178        0.000          266.908        0.000          
3.075          268.151        0.000          266.877        0.000          
3.0875         268.125        0.000          266.847        0.000          
3.1            268.097        0.000          266.816        0.000          
3.1125         268.071        0.000          266.786        0.000          
3.125          268.043        0.000          266.756        0.000          
3.1375         268.018        0.000          266.727        0.000          
3.15           267.991        0.000          266.697        0.000          
3.1625         267.966        0.000          266.668        0.000          
3.175          267.940        0.000          266.639        0.000          
3.1875         267.914        0.000          266.611        0.000          
3.2            267.888        0.000          266.582        0.000          
3.2125         267.863        0.000          266.554        0.000          
3.225          267.839        0.000          266.527        0.000          
3.2375         267.814        0.000          266.499        0.000          
3.25           267.790        0.000          266.472        0.000          
3.2625         267.767        0.000          266.446        0.000          
3.275          267.744        0.000          266.420        0.000          
3.2875         267.719        0.000          266.393        0.000          
3.3            267.697        0.000          266.369        0.000          
3.3125         267.676        0.000          266.344        0.000          
3.325          267.652        0.000          266.319        0.000          
3.3375         267.630        0.000          266.295        0.000          
3.35           267.610        0.000          266.272        0.000          
3.3625         267.588        0.000          266.248        0.000          
3.375          267.567        0.000          266.225        0.000          
3.3875         267.547        0.000          266.203        0.000          
3.4            267.527        0.000          266.181        0.000          
3.4125         267.510        0.000          266.161        0.000          
3.425          267.491        0.000          266.141        0.000          
3.4375         267.471        0.000          266.120        0.000          
3.45           267.453        0.000          266.101        0.000          
3.4625         267.436        0.000          266.082        0.000          
3.475          267.420        0.000          266.064        0.000          
3.4875         267.405        0.000          266.047        0.000          
3.5            267.387        0.000          266.029        0.000          
3.5125         267.373        0.000          266.013        0.000          
3.525          267.357        0.000          265.997        0.000          
3.5375         267.344        0.000          265.982        0.000          
3.55           267.330        0.000          265.967        0.000          
3.5625         267.315        0.000          265.953        0.000          
3.575          267.304        0.000          265.940        0.000          
3.5875         267.292        0.000          265.928        0.000          
3.6            267.280        0.000          265.916        0.000          
3.6125         267.268        0.000          265.904        0.000          
3.625          267.258        0.000          265.893        0.000          
3.6375         267.248        0.000          265.883        0.000          
3.65           267.238        0.000          265.873        0.000          
3.6625         267.230        0.000          265.865        0.000          
3.675          267.222        0.000          265.857        0.000          
3.6875         267.215        0.000          265.849        0.000          
3.7            267.208        0.000          265.843        0.000          
3.7125         267.200        0.000          265.836        0.000          
3.725          267.195        0.000          265.831        0.000          
3.7375         267.188        0.000          265.826        0.000          
3.75           267.184        0.000          265.822        0.000          
3.7625         267.179        0.000          265.818        0.000          
3.775          267.177        0.000          265.816        0.000          
3.7875         267.173        0.000          265.814        0.000          
3.8            267.172        0.000          265.813        0.000          
3.8125         267.169        0.000          265.812        0.000          
3.825          267.167        0.000          265.812        0.000          
3.8375         267.166        0.000          265.812        0.000          
3.85           267.165        0.000          265.813        0.000          
3.8625         267.165        0.000          265.815        0.000          
3.875          267.166        0.000          265.818        0.000          
3.8875         267.168        0.000          265.821        0.000          
3.9            267.170        0.000          265.825        0.000          
3.9125         267.173        0.000          265.830        0.000          
3.925          267.176        0.000          265.835        0.000          
3.9375         267.178        0.000          265.840        0.000          
3.95           267.182        0.000          265.846        0.000          
3.9625         267.185        0.000          265.852        0.000          
3.975          267.191        0.000          265.860        0.000          
3.9875         267.196        0.000          265.868        0.000          
4              267.203        0.000          265.877        0.000          
4.0125         267.208        0.000          265.885        0.000          
4.025          267.214        0.000          265.895        0.000          
4.0375         267.221        0.000          265.905        0.000          
4.05           267.230        0.000          265.916        0.000          
4.0625         267.238        0.000          265.927        0.000          
4.075          267.246        0.000          265.939        0.000          
4.0875         267.253        0.000          265.950        0.000          
4.1            267.262        0.000          265.963        0.000          
4.1125         267.272        0.000          265.976        0.000          
4.125          267.283        0.000          265.990        0.000          
4.1375         267.291        0.000          266.003        0.000          
4.15           267.303        0.000          266.018        0.000          
4.1625         267.312        0.000          266.032        0.000          
4.175          267.324        0.000          266.048        0.000          
4.1875         267.335        0.000          266.063        0.000          
4.2            267.348        0.000          266.079        0.000          
4.2125         267.359        0.000          266.095        0.000          
4.225          267.371        0.000          266.111        0.000          
4.2375         267.383        0.000          266.128        0.000          
4.25           267.395        0.000          266.145        0.000          
4.2625         267.408        0.000          266.162        0.000          
4.275          267.422        0.000          266.180        0.000          
4.2875         267.433        0.000          266.197        0.000          
4.3            267.447        0.000          266.216        0.000          
4.3125         267.461        0.000          266.234        0.000          
4.325          267.473        0.000          266.253        0.000          
4.3375         267.488        0.000          266.272        0.000          
4.35           267.501        0.000          266.290        0.000          
4.3625         267.514        0.000          266.309        0.000          
4.375          267.530        0.000          266.329        0.000          
4.3875         267.544        0.000          266.349        0.000          
4.4            267.558        0.000          266.369        0.000          
4.4125         267.572        0.000          266.388        0.000          
4.425          267.586        0.000          266.408        0.000          
4.4375         267.599        0.000          266.428        0.000          
4.45           267.614        0.000          266.448        0.000          
4.4625         267.629        0.000          266.469        0.000          
4.475          267.643        0.000          266.489        0.000          
4.4875         267.659        0.000          266.511        0.000          
4.5            267.672        0.000          266.531        0.000          
4.5125         267.688        0.000          266.553        0.000          
4.525          267.703        0.000          266.574        0.000          
4.5375         267.717        0.000          266.595        0.000          
4.55           267.732        0.000          266.617        0.000          
4.5625         267.746        0.000          266.638        0.000          
4.575          267.761        0.000          266.659        0.000          
4.5875         267.777        0.000          266.681        0.000          
4.6            267.792        0.000          266.703        0.000          
4.6125         267.805        0.000          266.724        0.000          
4.625          267.821        0.000          266.746        0.000          
4.6375         267.834        0.000          266.767        0.000          
4.65           267.850        0.000          266.790        0.000          
4.6625         267.864        0.000          266.811        0.000          
4.675          267.878        0.000          266.833        0.000          
4.6875         267.895        0.000          266.856        0.000          
4.7            267.909        0.000          266.878        0.000          
4.7125         267.923        0.000          266.900        0.000          
4.725          267.938        0.000          266.922        0.000          
4.7375         267.951        0.000          266.944        0.000          
4.75           267.966        0.000          266.966        0.000          
4.7625         267.981        0.000          266.989        0.000          
4.775          267.994        0.000          267.010        0.000          
4.7875         268.009        0.000          267.033        0.000          
4.8            268.022        0.000          267.055        0.000          
4.8125         268.038        0.000          267.078        0.000          
4.825          268.052        0.000          267.100        0.000          
4.8375         268.065        0.000          267.122        0.000          
4.85           268.081        0.000          267.145        0.000          
4.8625         268.095        0.000          267.168        0.000          
4.875          268.110        0.000          267.191        0.000          
4.8875         268.124        0.000          267.213        0.000          
4.9            268.136        0.000          267.235        0.000          
4.9125         268.151        0.000          267.258        0.000          
4.925          268.165        0.000          267.281        0.000          
4.9375         268.180        0.000          267.304        0.000          
4.95           268.192        0.000          267.326        0.000          
4.9625         268.208        0.000          267.350        0.000          
4.975          268.221        0.000          267.373        0.000          
4.9875         268.234        0.000          267.396        0.000          
5              268.250        0.000          267.419        0.000          
5.0125         268.263        0.000          267.443        0.000          
5.025          268.277        0.000          267.466        0.000          
5.0375         268.291        0.000          267.489        0.000          
5.05           268.305        0.000          267.513        0.000          
5.0625         268.319        0.000          267.537        0.000          
5.075          268.333        0.000          267.561        0.000          
5.0875         268.348        0.000          267.585        0.000          
5.1            268.361        0.000          267.609        0.000          
5.1125         268.376        0.000          267.634        0.000          
5.125          268.389        0.000          267.658        0.000          
5.1375         268.405        0.000          267.683        0.000          
5.15           268.418        0.000          267.708        0.000          
5.1625         268.434        0.000          267.733        0.000          
5.175          268.448        0.000          267.758        0.000          
5.1875         268.462        0.000          267.784        0.000          
5.2            268.479        0.000          267.811        0.000          
5.2125         268.494        0.000          267.836        0.000          
5.225          268.509        0.000          267.863        0.000          
5.2375         268.523        0.000          267.889        0.000          
5.25           268.539        0.000          267.916        0.000          
5.2625         268.555        0.000          267.943        0.000          
5.275          268.570        0.000          267.970        0.000          
5.2875         268.584        0.000          267.996        0.000          
5.3            268.601        0.000          268.024        0.000          
5.3125         268.617        0.000          268.052        0.000          
5.325          268.632        0.000          268.080        0.000          
5.3375         268.649        0.000          268.109        0.000          
5.35           268.664        0.000          268.137        0.000          
5.3625         268.682        0.000          268.166        0.000          
5.375          268.698        0.000          268.195        0.000          
5.3875         268.714        0.000          268.224        0.000          
5.4            268.730        0.000          268.253        0.000          
5.4125         268.749        0.000          268.283        0.000          
5.425          268.765        0.000          268.313        0.000          
5.4375         268.782        0.000          268.343        0.000          
5.45           268.799        0.000          268.374        0.000          
5.4625         268.817        0.000          268.404        0.000          
5.475          268.832        0.000          268.435        0.000          
5.4875         268.850        0.000          268.466        0.000          
5.5            268.869        0.000          268.498        0.000          
5.5125         268.887        0.000          268.530        0.000          
5.525          268.903        0.000          268.561        0.000          
5.5375         268.923        0.000          268.594        0.000          
5.55           268.940        0.000          268.626        0.000          
5.5625         268.959        0.000          268.659        0.000          
5.575          268.977        0.000          268.692        0.000          
5.5875         268.994        0.000          268.725        0.000          
5.6            269.012        0.000          268.758        0.000          
5.6125         269.033        0.000          268.793        0.000          
5.625          269.051        0.000          268.826        0.000          
5.6375         269.070        0.000          268.860        0.000          
5.65           269.089        0.000          268.895        0.000          
5.6625         269.108        0.000          268.929        0.000          
5.675          269.125        0.000          268.963        0.000          
5.6875         269.144        0.000          268.998        0.000          
5.7            269.163        0.000          269.033        0.000          
5.7125         269.181        0.000          269.068        0.000          
5.725          269.201        0.000          269.104        0.000          
5.7375         269.218        0.000          269.138        0.000          
5.75           269.239        0.000          269.175        0.000          
5.7625         269.257        0.000          269.210        0.000          
5.775          269.275        0.000          269.246        0.000          
5.7875         269.293        0.000          269.281        0.000          
5.8            269.312        0.000          269.317        0.000          
5.8125         269.330        0.000          269.353        0.000          
5.825          269.349        0.000          269.389        0.000          
5.8375         269.368        0.000          269.426        0.000          
5.85           269.386        0.000          269.462        0.000          
5.8625         269.405        0.000          269.499        0.000          
5.875          269.422        0.000          269.534        0.000          
5.8875         269.440        0.000          269.571        0.000          
5.9            269.457        0.000          269.607        0.000          
5.9125         269.474        0.000          269.643        0.000          
5.925          269.493        0.000          269.680        0.000          
5.9375         269.509        0.000          269.716        0.000          
5.95           269.526        0.000          269.752        0.000          
5.9625         269.543        0.000          269.787        0.000          
5.975          269.559        0.000          269.823        0.000          
5.9875         269.576        0.000          269.859        0.000          
6              269.590        0.000          269.894        0.000          
6.0125         269.606        0.000          269.930        0.000          
6.025          269.621        0.000          269.965        0.000          
6.0375         269.637        0.000          270.000        0.000          
6.05           269.650        0.000          270.035        0.000          
6.0625         269.664        0.000          270.069        0.000          
6.075          269.678        0.000          270.104        0.000          
6.0875         269.693        0.000          270.139        0.000          
6.1            269.704        0.000          270.172        0.000          
6.1125         269.718        0.000          270.207        0.000          
6.125          269.731        0.000          270.240        0.000          
6.1375         269.743        0.000          270.274        0.000          
6.15           269.754        0.000          270.307        0.000          
6.1625         269.766        0.000          270.340        0.000          
6.175          269.776        0.000          270.372        0.000          
6.1875         269.786        0.000          270.404        0.000          
6.2            269.796        0.000          270.436        0.000          
6.2125         269.805        0.000          270.468        0.000          
6.225          269.814        0.000          270.499        0.000          
6.2375         269.823        0.000          270.531        0.000          
6.25           269.832        0.000          270.561        0.000          
6.2625         269.838        0.000          270.591        0.000          
6.275          269.846        0.000          270.622        0.000          
6.2875         269.852        0.000          270.651        0.000          
6.3            269.858        0.000          270.680        0.000          
6.3125         269.865        0.000          270.709        0.000          
6.325          269.870        0.000          270.737        0.000          
6.3375         269.874        0.000          270.765        0.000          
6.35           269.876        0.000          270.792        0.000          
6.3625         269.880        0.000          270.820        0.000          
6.375          269.884        0.000          270.847        0.000          
6.3875         269.885        0.000          270.873        0.000          
6.4            269.885        0.000          270.898        0.000          
6.4125         269.888        0.000          270.924        0.000          
6.425          269.889        0.000          270.949        0.000          
6.4375         269.888        0.000          270.973        0.000          
6.45           269.888        0.000          270.997        0.000          
6.4625         269.887        0.000          271.021        0.000          
6.475          269.884        0.000          271.044        0.000          
6.4875         269.882        0.000          271.067        0.000          
6.5            269.879        0.000          271.089        0.000          
6.5125         269.876        0.000          271.111        0.000          
6.525          269.872        0.000          271.132        0.000          
6.5375         269.866        0.000          271.153        0.000          
6.55           269.862        0.000          271.174        0.000          
6.5625         269.856        0.000          271.194        0.000          
6.575          269.850        0.000          271.214        0.000          
6.5875         269.842        0.000          271.232        0.000          
6.6            269.835        0.000          271.252        0.000          
6.6125         269.826        0.000          271.269        0.000          
6.625          269.817        0.000          271.287        0.000          
6.6375         269.810        0.000          271.305        0.000          
6.65           269.799        0.000          271.322        0.000          
6.6625         269.789        0.000          271.339        0.000          
6.675          269.779        0.000          271.355        0.000          
6.6875         269.766        0.000          271.371        0.000          
6.7            269.754        0.000          271.386        0.000          
6.7125         269.743        0.000          271.402        0.000          
6.725          269.729        0.000          271.416        0.000          
6.7375         269.714        0.000          271.430        0.000          
6.75           269.700        0.000          271.443        0.000          
6.7625         269.685        0.000          271.457        0.000          
6.775          269.671        0.000          271.471        0.000          
6.7875         269.655        0.000          271.483        0.000          
6.8            269.640        0.000          271.496        0.000          
6.8125         269.624        0.000          271.509        0.000          
6.825          269.605        0.000          271.520        0.000          
6.8375         269.590        0.000          271.532        0.000          
6.85           269.570        0.000          271.543        0.000          
6.8625         269.551        0.000          271.554        0.000          
6.875          269.533        0.000          271.565        0.000          
6.8875         269.514        0.000          271.575        0.000          
6.9            269.494        0.000          271.586        0.000          
6.9125         269.474        0.000          271.595        0.000          
6.925          269.455        0.000          271.606        0.000          
6.9375         269.432        0.000          271.615        0.000          
6.95           269.412        0.000          271.624        0.000          
6.9625         269.390        0.000          271.633        0.000          
6.975          269.367        0.000          271.641        0.000          
6.9875         269.344        0.000          271.650        0.000          
7              269.321        0.000          271.658        0.000          
7.0125         269.298        0.000          271.666        0.000          
7.025          269.275        0.000          271.675        0.000          
7.0375         269.251        0.000          271.683        0.000          
7.05           269.228        0.000          271.690        0.000          
7.0625         269.202        0.000          271.697        0.000          
7.075          269.178        0.000          271.705        0.000          
7.0875         269.152        0.000          271.712        0.000          
7.1            269.125        0.000          271.718        0.000          
7.1125         269.099        0.000          271.725        0.000          
7.125          269.073        0.000          271.732        0.000          
7.1375         269.046        0.000          271.738        0.000          
7.15           269.019        0.000          271.744        0.000          
7.1625         268.992        0.000          271.751        0.000          
7.175          268.966        0.000          271.757        0.000          
7.1875         268.936        0.000          271.762        0.000          
7.2            268.909        0.000          271.769        0.000          
7.2125         268.880        0.000          271.774        0.000          
7.225          268.850        0.000          271.779        0.000          
7.2375         268.821        0.000          271.784        0.000          
7.25           268.791        0.000          271.789        0.000          
7.2625         268.762        0.000          271.795        0.000          
7.275          268.732        0.000          271.800        0.000          
7.2875         268.702        0.000          271.805        0.000          
