67	189	5	1	1		
1	-9.901681	-5.716738	1.36			
2	-9.111513	-5.260534	12.29			
3	-8.321345	-4.804331	23.22			
4	-7.531177	-4.348127	34.15			
5	-6.741008	-3.891923	45.08			
6	-5.95084	-3.435719	56.01			
7	-5.160672	-2.979516	66.94			
8	-4.370504	-2.523312	77.87			
9	-3.580336	-2.067108	88.8			
10	-2.790168	-1.610904	99.73			
11	-2	-1.154701	110.66			
12	9.901681	-5.716738	1.36			
13	9.111513	-5.260534	12.29			
14	8.321345	-4.804331	23.22			
15	7.531177	-4.348127	34.15			
16	6.741008	-3.891923	45.08			
17	5.95084	-3.435719	56.01			
18	5.160672	-2.979516	66.94			
19	4.370504	-2.523312	77.87			
20	3.580336	-2.067108	88.8			
21	2.790168	-1.610904	99.73			
22	2	-1.154701	110.66			
23	0	-5.479157	7.05212			
24	-8.88E-16	-5.022093	18.00271			
25	4.44E-16	-4.564859	28.9574			
26	8.88E-16	-3.64962	50.88524			
27	2.22E-15	-4.107396	39.91757			
28	8.88E-16	-2.272541	83.87812			
29	0	-2.732503	72.85807			
30	-8.88E-16	-3.191397	61.86363			
31	2.22E-16	-1.810713	94.94285			
32	4.44E-16	-1.345176	106.0965			
33	0	11.43348	1.36			
34	0	10.52107	12.29			
35	0	9.608661	23.22			
36	0	8.696254	34.15			
37	0	7.783846	45.08			
38	0	6.871439	56.01			
39	0	5.959031	66.94			
40	0	5.046624	77.87			
41	0	4.134216	88.8			
42	0	3.221809	99.73			
43	0	2.309401	110.66			
44	4.745089	2.739578	7.05212			
45	4.34926	2.511047	18.00271			
46	3.953284	2.282429	28.9574			
47	3.160664	1.82481	50.88524			
48	3.55711	2.053698	39.91757			
49	1.968078	1.13627	83.87812			
50	2.366417	1.366252	72.85807			
51	2.76383	1.595698	61.86363			
52	1.568124	0.9053567	94.94285			
53	1.164956	0.6725878	106.0965			
54	-4.745089	2.739578	7.05212			
55	-4.34926	2.511047	18.00271			
56	-3.953284	2.282429	28.9574			
57	-3.160664	1.82481	50.88524			
58	-3.55711	2.053698	39.91757			
59	-1.968078	1.13627	83.87812			
60	-2.366417	1.366252	72.85807			
61	-2.76383	1.595698	61.86363			
62	-1.568124	0.9053567	94.94285			
63	-1.164956	0.6725878	106.0965			
64	0	0	113			
65	-10	-5.773502692	0			
66	10	-5.773502692	0			
67	0	11.54700538	0			
1	1	2	1	1		
2	2	3	1	1		
3	3	4	1	1		
4	4	5	1	1		
5	5	6	1	1		
6	6	7	1	1		
7	7	8	1	1		
8	8	9	1	1		
9	9	10	1	1		
10	10	11	1	1		
11	12	13	1	1		
12	13	14	1	1		
13	14	15	1	1		
14	15	16	1	1		
15	16	17	1	1		
16	17	18	1	1		
17	18	19	1	1		
18	19	20	1	1		
19	20	21	1	1		
20	21	22	1	1		
21	1	12	2	2		
22	2	13	2	2		
23	3	14	2	2		
24	4	15	2	2		
25	5	16	2	2		
26	33	34	1	1		
27	6	17	2	2		
28	34	35	1	1		
29	35	36	1	1		
30	7	18	2	2		
31	36	37	1	1		
32	37	38	1	1		
33	8	19	2	2		
34	38	39	1	1		
35	39	40	1	1		
36	9	20	2	2		
37	40	41	1	1		
38	41	42	1	1		
39	10	21	2	2		
40	42	43	1	1		
41	11	22	4	4		
42	1	23	2	2		
43	2	24	2	2		
44	2	23	2	2		
45	3	25	2	2		
46	3	24	2	2		
47	5	26	2	2		
48	5	27	2	2		
49	4	27	2	2		
50	4	25	2	2		
51	8	28	2	2		
52	8	29	2	2		
53	6	30	2	2		
54	6	26	2	2		
55	7	29	2	2		
56	7	30	2	2		
57	9	31	2	2		
58	9	28	2	2		
59	10	32	2	2		
60	10	31	2	2		
61	11	32	2	2		
62	12	23	2	2		
63	13	23	2	2		
64	13	24	2	2		
65	14	24	2	2		
66	14	25	2	2		
67	15	25	2	2		
68	15	27	2	2		
69	16	27	2	2		
70	16	26	2	2		
71	17	26	2	2		
72	17	30	2	2		
73	18	30	2	2		
74	18	29	2	2		
75	19	29	2	2		
76	19	28	2	2		
77	20	28	2	2		
78	20	31	2	2		
79	21	31	2	2		
80	21	32	2	2		
81	22	32	2	2		
82	12	33	2	2		
83	13	34	2	2		
84	14	35	2	2		
85	15	36	2	2		
86	16	37	2	2		
87	17	38	2	2		
88	18	39	2	2		
89	19	40	2	2		
90	20	41	2	2		
91	21	42	2	2		
92	22	43	4	4		
93	12	44	2	2		
94	13	45	2	2		
95	13	44	2	2		
96	14	46	2	2		
97	14	45	2	2		
98	16	47	2	2		
99	16	48	2	2		
100	15	48	2	2		
101	15	46	2	2		
102	19	49	2	2		
103	19	50	2	2		
104	17	51	2	2		
105	17	47	2	2		
106	18	50	2	2		
107	18	51	2	2		
108	20	52	2	2		
109	20	49	2	2		
110	21	53	2	2		
111	21	52	2	2		
112	22	53	2	2		
113	33	44	2	2		
114	34	44	2	2		
115	34	45	2	2		
116	35	45	2	2		
117	35	46	2	2		
118	36	46	2	2		
119	36	48	2	2		
120	37	48	2	2		
121	37	47	2	2		
122	38	47	2	2		
123	38	51	2	2		
124	39	51	2	2		
125	39	50	2	2		
126	40	50	2	2		
127	40	49	2	2		
128	41	49	2	2		
129	41	52	2	2		
130	42	52	2	2		
131	42	53	2	2		
132	43	53	2	2		
133	33	1	2	2		
134	34	2	2	2		
135	35	3	2	2		
136	36	4	2	2		
137	37	5	2	2		
138	38	6	2	2		
139	39	7	2	2		
140	40	8	2	2		
141	41	9	2	2		
142	42	10	2	2		
143	43	11	4	4		
144	33	54	2	2		
145	34	55	2	2		
146	34	54	2	2		
147	35	56	2	2		
148	35	55	2	2		
149	37	57	2	2		
150	37	58	2	2		
151	36	58	2	2		
152	36	56	2	2		
153	40	59	2	2		
154	40	60	2	2		
