23	28	11	0	0	
1	-24.8025	0	-45		
2	12.4005	21.4785	-45		
3	12.4005	-21.4785	-45		
4	-24.8025	0	-42.9793		
5	12.4005	21.4785	-42.9793		
6	12.4005	-21.4785	-42.9793		
7	-24.8025	0	-41.1426		
8	12.4005	21.4785	-41.1426		
9	12.4005	-21.4785	-41.1426		
10	-24.8025	0	-39.3061		
11	12.4005	21.4785	-39.3061		
12	12.4005	-21.4785	-39.3061		
13	-24.8025	0	-34.0706		
14	12.4005	21.4785	-34.0706		
15	12.4005	-21.4785	-34.0706		
16	0	0	-34.7133		
17	0	0	-32.1883		
18	0	0	-10		
19	0	0	0		
20	0	0	13.5		
21	0	0	18		
22	0	0	87.6		
23	0	0	89.94		
1	1	4	1	1	
2	2	5	1	1	
3	3	6	1	1	
4	4	7	10	10	
5	5	8	10	10	
6	6	9	10	10	
7	7	10	10	10	
8	8	11	10	10	
9	9	12	10	10	
10	10	13	10	10	
11	11	14	10	10	
12	12	15	10	10	
13	7	17	2	2	
14	8	17	2	2	
15	9	17	2	2	
16	10	19	3	3	
17	11	19	3	3	
18	12	19	3	3	
19	4	5	4	4	
20	5	6	4	4	
21	6	4	4	4	
22	16	17	5	6	
23	17	18	6	7	
24	18	19	7	7	
25	19	20	7	7	
26	20	21	7	8	
27	21	22	8	9	
28	22	23	11	11	
1	2.1000E+11	8.0769E+10	8.5020E+03	3.15	0.035
2	2.1000E+11	8.0769E+10	8.5020E+03	1.875	0.025
3	2.1000E+11	8.0769E+10	8.5020E+03	2.475	0.035
4	2.1000E+11	8.0769E+10	8.5020E+03	1.2	0.025
5	2.1000E+11	8.0769E+10	8.5020E+03	3.14188	0.05
6	2.1000E+11	8.0769E+10	8.5020E+03	3.4	0.05
7	2.1000E+11	8.0769E+10	8.5020E+03	5.7	0.05
8	2.1000E+11	8.0769E+10	8.5020E+03	5.7	0.032
9	2.1000E+11	8.0769E+10	8.5020E+03	5.5	0.024
10	2.1000E+11	8.0769E+10	8.5020E+03	3.15	0.045
11	2.1000E+17	8.0769E+16	8.5020E+03	0.1	0.01
