147 210 89 1 1
31	34	35	3	3
32	35	36	3	3
33	3	8	1	1
34	8	13	1	1
35	13	18	1	1
36	18	3	1	1
37	4	41	1	1
38	41	20	1	1
39	19	41	1	1
40	41	5	1	1
41	9	42	1	1
42	42	15	1	1
43	14	42	1	1
44	42	10	1	1
45	4	43	1	1
46	43	10	1	1
47	9	43	1	1
48	43	5	1	1
49	19	44	1	1
50	44	15	1	1
51	14	44	1	1
52	44	20	1	1
53	5	45	1	1
54	45	33	1	1
55	20	45	1	1
56	45	21	1	1
57	10	46	1	1
58	46	29	1	1
59	15	46	1	1
60	46	25	1	1
61	5	47	1	1
62	47	25	1	1
63	10	47	1	1
64	47	21	1	1
65	20	48	1	1
66	48	29	1	1
67	15	48	1	1
68	48	33	1	1
69	21	49	1	1
70	49	34	1	1
71	33	49	1	1
72	49	22	1	1
73	25	50	1	1
74	50	30	1	1
75	29	50	1	1
76	50	26	1	1
77	21	51	1	1
78	51	26	1	1
79	25	51	1	1
80	51	22	1	1
81	33	52	1	1
82	52	30	1	1
83	29	52	1	1
84	52	34	1	1
85	22	53	1	1
86	53	35	1	1
87	34	53	1	1
88	53	23	1	1
89	26	54	1	1
90	54	31	1	1
91	30	54	1	1
92	54	27	1	1
93	22	55	1	1
94	55	27	1	1
95	26	55	1	1
96	55	23	1	1
97	34	56	1	1
98	56	31	1	1
99	30	56	1	1
100	56	35	1	1
101	24	57	4	4
102	28	58	4	4
103	32	60	4	4
104	36	59	4	4
105	1	62	5	5
106	16	61	5	5
107	6	64	5	5
108	11	63	5	5
109	62	66	6	6
110	61	65	6	6
111	64	68	6	6
112	63	67	6	6
113	57	58	7	7
114	58	60	7	7
115	60	59	7	7
116	59	57	7	7
117	24	28	7	7
118	28	32	7	7
119	32	36	7	7
120	36	24	7	7
121	70	57	7	7
122	70	58	7	7
123	70	59	7	7
124	70	60	7	7
125	69	24	7	7
126	69	28	7	7
127	69	32	7	7
128	69	36	7	7
129	69	70	7	7
130	70	71	8	9
131	71	72	9	10
132	72	73	10	11
133	73	74	11	12
134	74	75	12	13
135	75	76	13	14
136	76	77	14	15
137	77	78	15	16
138	78	79	16	17
139	79	80	17	18
140	80	81	18	19
141	81	82	19	20
142	82	83	20	21
143	83	84	21	22
144	84	85	22	23
145	85	86	23	24
146	86	87	24	25
147	87	88	25	26
148	88	89	26	27
149	89	90	27	28
150	90	91	28	29
151	91	92	29	30
152	92	93	30	31
153	93	94	31	32
154	94	95	32	33
155	95	96	33	34
156	96	97	34	35
157	97	98	35	36
158	98	99	36	37
159	99	100	37	38
160	100	101	38	39
161	101	102	39	40
162	102	103	40	41
163	103	104	41	42
164	104	105	42	43
165	105	106	43	44
166	106	107	44	45
167	107	108	45	46
168	108	109	46	47
169	109	110	47	48
170	110	111	48	49
171	111	112	49	50
172	112	113	50	51
173	113	114	51	52
174	114	115	52	53
175	115	116	53	54
176	116	117	54	55
177	117	118	55	56
178	118	119	56	57
179	119	120	57	58
180	120	121	58	59
181	121	122	59	60
182	122	123	60	61
183	123	124	61	62
184	124	125	62	63
185	125	126	63	64
186	126	127	64	65
187	127	128	65	66
188	128	129	66	67
189	129	130	67	68
190	130	131	68	69
191	131	132	69	70
192	132	133	70	71
193	133	134	71	72
194	134	135	72	73
195	135	136	73	74
196	136	137	74	75
197	137	138	75	76
198	138	139	76	77
199	139	140	77	78
200	140	141	78	79
201	141	142	79	80
202	142	143	80	81
203	143	144	81	82
204	144	145	82	83
205	145	146	83	84
206	146	147	84	85
207	147	148	85	86
208	148	149	86	87
209	149	150	87	88
210	150	151	89	89
1	2.10E+11	8.0769E+10	8502	0.8	0.02	
2	2.10E+11	8.0769E+10	8502	1.2	0.05	
3	2.10E+11	8.0769E+10	8502	1.2	0.035	
4	2.10E+17	8.0769E+16	8502	1.2	0.04	
5	2.10E+11	8.0769E+10	8502	2.082	0.6	
6	2.10E+11	8.0769E+10	8502	2.082	0.6	
7	2.10E+17	8.0769E+16	8502	0.938433	0	
8	2.10E+11	8.0769E+10	8502	5.6	0.032	
9	2.10E+11	8.0769E+10	8502	5.5977	0.032	
10	2.10E+11	8.0769E+10	8502	5.5954	0.032	
11	2.10E+11	8.0769E+10	8502	5.5931	0.032	
12	2.10E+11	8.0769E+10	8502	5.5908	0.032	
13	2.10E+11	8.0769E+10	8502	5.5885	0.032	
14	2.10E+11	8.0769E+10	8502	5.5862	0.032	
15	2.10E+11	8.0769E+10	8502	5.5839	0.032	
16	2.10E+11	8.0769E+10	8502	5.5816	0.032	
17	2.10E+11	8.0769E+10	8502	5.5793	0.032	
18	2.10E+11	8.0769E+10	8502	5.577	0.032	
19	2.10E+11	8.0769E+10	8502	5.5511	0.0318	
20	2.10E+11	8.0769E+10	8502	5.5252	0.0316	
21	2.10E+11	8.0769E+10	8502	5.4993	0.0314	
22	2.10E+11	8.0769E+10	8502	5.4734	0.0312	
23	2.10E+11	8.0769E+10	8502	5.4475	0.031	
24	2.10E+11	8.0769E+10	8502	5.4216	0.0308	
25	2.10E+11	8.0769E+10	8502	5.3957	0.0306	
26	2.10E+11	8.0769E+10	8502	5.3698	0.0304	
27	2.10E+11	8.0769E+10	8502	5.3439	0.0302	
28	2.10E+11	8.0769E+10	8502	5.318	0.03	
29	2.10E+11	8.0769E+10	8502	5.2944	0.0298	
30	2.10E+11	8.0769E+10	8502	5.2708	0.0296	
31	2.10E+11	8.0769E+10	8502	5.2472	0.0294	
32	2.10E+11	8.0769E+10	8502	5.2236	0.0292	
33	2.10E+11	8.0769E+10	8502	5.2	0.029	
34	2.10E+11	8.0769E+10	8502	5.1764	0.0288	
35	2.10E+11	8.0769E+10	8502	5.1528	0.0286	
36	2.10E+11	8.0769E+10	8502	5.1292	0.0284	
37	2.10E+11	8.0769E+10	8502	5.1056	0.0282	
38	2.10E+11	8.0769E+10	8502	5.082	0.028	
39	2.10E+11	8.0769E+10	8502	5.0538	0.0276	
40	2.10E+11	8.0769E+10	8502	5.0256	0.0272	
41	2.10E+11	8.0769E+10	8502	4.9974	0.0268	
42	2.10E+11	8.0769E+10	8502	4.9692	0.0264	
43	2.10E+11	8.0769E+10	8502	4.941	0.026	
44	2.10E+11	8.0769E+10	8502	4.9128	0.0256	
45	2.10E+11	8.0769E+10	8502	4.8846	0.0252	
46	2.10E+11	8.0769E+10	8502	4.8564	0.0248	
47	2.10E+11	8.0769E+10	8502	4.8282	0.0244	
48	2.10E+11	8.0769E+10	8502	4.8	0.024	
49	2.10E+11	8.0769E+10	8502	4.7765	0.0238	
50	2.10E+11	8.0769E+10	8502	4.753	0.0236	
51	2.10E+11	8.0769E+10	8502	4.7295	0.0234	
52	2.10E+11	8.0769E+10	8502	4.706	0.0232	
53	2.10E+11	8.0769E+10	8502	4.6825	0.023	
54	2.10E+11	8.0769E+10	8502	4.659	0.0228	
55	2.10E+11	8.0769E+10	8502	4.6355	0.0226	
56	2.10E+11	8.0769E+10	8502	4.612	0.0224	
57	2.10E+11	8.0769E+10	8502	4.5885	0.0222	
58	2.10E+11	8.0769E+10	8502	4.565	0.022	
59	2.10E+11	8.0769E+10	8502	4.5414	0.0218	
60	2.10E+11	8.0769E+10	8502	4.5178	0.0216	
61	2.10E+11	8.0769E+10	8502	4.4942	0.0214	
62	2.10E+11	8.0769E+10	8502	4.4706	0.0212	
63	2.10E+11	8.0769E+10	8502	4.447	0.021	
64	2.10E+11	8.0769E+10	8502	4.4234	0.0208	
65	2.10E+11	8.0769E+10	8502	4.3998	0.0206	
66	2.10E+11	8.0769E+10	8502	4.3762	0.0204	
67	2.10E+11	8.0769E+10	8502	4.3526	0.0202	
68	2.10E+11	8.0769E+10	8502	4.329	0.02	
69	2.10E+11	8.0769E+10	8502	4.3079	0.021	
70	2.10E+11	8.0769E+10	8502	4.2868	0.022	
71	2.10E+11	8.0769E+10	8502	4.2657	0.023	
72	2.10E+11	8.0769E+10	8502	4.2446	0.024	
73	2.10E+11	8.0769E+10	8502	4.2235	0.025	
74	2.10E+11	8.0769E+10	8502	4.2024	0.026	
75	2.10E+11	8.0769E+10	8502	4.1813	0.027	
76	2.10E+11	8.0769E+10	8502	4.1602	0.028	
77	2.10E+11	8.0769E+10	8502	4.1391	0.029	
78	2.10E+11	8.0769E+10	8502	4.118	0.03	
79	2.10E+11	8.0769E+10	8502	4.1062	0.03	
80	2.10E+11	8.0769E+10	8502	4.0944	0.03	
81	2.10E+11	8.0769E+10	8502	4.0826	0.03	
82	2.10E+11	8.0769E+10	8502	4.0708	0.03	
83	2.10E+11	8.0769E+10	8502	4.059	0.03	
84	2.10E+11	8.0769E+10	8502	4.0472	0.03	
85	2.10E+11	8.0769E+10	8502	4.0354	0.03	
86	2.10E+11	8.0769E+10	8502	4.0236	0.03	
87	2.10E+11	8.0769E+10	8502	4.0118	0.03	
88	2.10E+11	8.0769E+10	8502	4	0.03	
89	2.10E+17	8.0769E+16	1.00	0.10	0.01 
151 3.5e5 3.5e5 3.5e5 0.0 0.0 0.0 
151 2.828428e+006 2.828428e+006 0.0 0.0 0.0 0.0
