147 210 89 1 1
1	6	6	-45.5
2	6	6	-45
3	5.967	5.967	-44.001
4	5.939	5.939	-43.127
5	5.333	5.333	-24.614
6	-6	6	-45.5
7	-6	6	-45
8	-5.967	5.967	-44.001
9	-5.939	5.939	-43.127
10	-5.333	5.333	-24.614
11	-6	-6	-45.5
12	-6	-6	-45
13	-5.967	-5.967	-44.001
14	-5.939	-5.939	-43.127
15	-5.333	-5.333	-24.614
16	6	-6	-45.5
17	6	-6	-45
18	5.967	-5.967	-44.001
19	5.939	-5.939	-43.127
20	5.333	-5.333	-24.614
21	4.82	4.82	-8.922
22	4.385	4.385	4.378
23	4.016	4.016	15.651
24	4	4	16.15
25	-4.82	4.82	-8.922
26	-4.385	4.385	4.378
27	-4.016	4.016	15.651
28	-4	4	16.15
29	-4.82	-4.82	-8.922
30	-4.385	-4.385	4.378
31	-4.016	-4.016	15.651
32	-4	-4	16.15
33	4.82	-4.82	-8.922
34	4.385	-4.385	4.378
35	4.016	-4.016	15.651
36	4	-4	16.15
41	5.62	0	-33.373
42	-5.62	0	-33.373
43	0	5.62	-33.373
44	0	-5.62	-33.373
45	5.064	0	-16.371
46	-5.064	0	-16.371
47	0	5.064	-16.371
48	0	-5.064	-16.371
49	4.592	0	-1.958
50	-4.592	0	-1.958
51	0	4.592	-1.958
52	0	-4.592	-1.958
53	4.193	0	10.262
54	-4.193	0	10.262
55	0	4.193	10.262
56	0	-4.193	10.262
57	4	4	20.15
58	-4	4	20.15
59	4	-4	20.15
60	-4	-4	20.15
61	6	-6	-49.5
62	6	6	-49.5
63	-6	-6	-49.5
64	-6	6	-49.5
65	6	-6	-50
66	6	6	-50
67	-6	-6	-50
68	-6	6	-50
69	0	0	16.15
70	0	0	20.15
71	0	0	20.25
72	0	0	20.35
73	0	0	20.45
74	0	0	20.55
75	0	0	20.65
76	0	0	20.75
77	0	0	20.85
78	0	0	20.95
79	0	0	21.05
80	0	0	21.15
81	0	0	22.25
82	0	0	23.35
83	0	0	24.45
84	0	0	25.55
85	0	0	26.65
86	0	0	27.75
87	0	0	28.85
88	0	0	29.95
89	0	0	31.05
90	0	0	32.15
91	0	0	33.15
92	0	0	34.15
93	0	0	35.15
94	0	0	36.15
95	0	0	37.15
96	0	0	38.15
97	0	0	39.15
98	0	0	40.15
99	0	0	41.15
100	0	0	42.15
101	0	0	43.35
102	0	0	44.55
103	0	0	45.75
104	0	0	46.95
105	0	0	48.15
106	0	0	49.35
107	0	0	50.55
108	0	0	51.75
109	0	0	52.95
110	0	0	54.15
111	0	0	55.15
112	0	0	56.15
113	0	0	57.15
114	0	0	58.15
115	0	0	59.15
116	0	0	60.15
117	0	0	61.15
118	0	0	62.15
119	0	0	63.15
120	0	0	64.15
121	0	0	65.15
122	0	0	66.15
123	0	0	67.15
124	0	0	68.15
125	0	0	69.15
126	0	0	70.15
127	0	0	71.15
128	0	0	72.15
129	0	0	73.15
130	0	0	74.15
131	0	0	75.05
132	0	0	75.95
133	0	0	76.85
134	0	0	77.75
135	0	0	78.65
136	0	0	79.55
137	0	0	80.45
138	0	0	81.35
139	0	0	82.25
140	0	0	83.15
141	0	0	83.65
142	0	0	84.15
143	0	0	84.65
144	0	0	85.15
145	0	0	85.65
146	0	0	86.15
147	0	0	86.65
148	0	0	87.15
149	0	0	87.65
150	0	0	88.15
151	0	0	90.49
1	1	2	2	2
2	2	3	2	2
3	3	4	2	2
4	4	5	2	2
5	6	7	2	2
6	7	8	2	2
7	8	9	2	2
8	9	10	2	2
9	11	12	2	2
10	12	13	2	2
11	13	14	2	2
12	14	15	2	2
13	16	17	2	2
14	17	18	2	2
15	18	19	2	2
16	19	20	2	2
17	5	21	3	3
18	21	22	3	3
19	22	23	3	3
20	23	24	3	3
21	10	25	3	3
22	25	26	3	3
23	26	27	3	3
24	27	28	3	3
25	15	29	3	3
26	29	30	3	3
27	30	31	3	3
28	31	32	3	3
29	20	33	3	3
30	33	34	3	3
